Sale_Code,Item_number,Product,Year_Ori,Month_Ori,Year,Month,Item_Type,Sales,Sector,Hotel,Residence,Property,Growth_old,Growth
704,AZ52796,Wallcovering,2014,Nov,2014,NOV,Material,660,Residential,,REFLECTIONS AT KEPPEL BAY,REFLECTIONS AT KEPPEL BAY,-65,-6.5
704,AZ52796,Wallcovering,2014,Nov,2014,NOV,Material,660,Residential,,REFLECTIONS AT KEPPEL BAY,REFLECTIONS AT KEPPEL BAY,55,5.5
825,AZ52796,Wallcovering,2015,Dec,2015,DEC,Material,2772.63,Hospitality,"Four Points by Sheraton Singapore, Riverview",,"FOUR POINTS BY SHERATON SINGAPORE, RIVERVIEW",-56,-5.6
825,AZ52796,Wallcovering,2015,Dec,2015,DEC,Material,10180.98,Hospitality,"Four Points by Sheraton Singapore, Riverview",,"FOUR POINTS BY SHERATON SINGAPORE, RIVERVIEW",61,6.1
732,AZ52796,Wallcovering,2015,Nov,2015,NOV,Material,453.6,Residential,,A TREASURE TROVE,A TREASURE TROVE,-94,-9.4
713,AZ52796,Wallcovering,2015,Oct,2015,OCT,Material,378,Hospitality,"PARKROYAL on Beach Road, Singapore",,"PARKROYAL ON BEACH ROAD, SINGAPORE",-95,-9.5
825,AZ52796,Wallcovering,2015,Oct,2015,OCT,Material,4239.63,Hospitality,"Four Points by Sheraton Singapore, Riverview",,"FOUR POINTS BY SHERATON SINGAPORE, RIVERVIEW",79,7.9
825,AZ52796,Wallcovering,2015,Sep,2015,SEP,Material,161.37,Hospitality,"Four Points by Sheraton Singapore, Riverview",,"FOUR POINTS BY SHERATON SINGAPORE, RIVERVIEW",5,0.5
825,AZ52796,Wallcovering,2015,Sep,2015,SEP,Material,7936.47,Hospitality,"Four Points by Sheraton Singapore, Riverview",,"FOUR POINTS BY SHERATON SINGAPORE, RIVERVIEW",47,4.7
813,AZ52796,Wallcovering,2016,Aug,2016,AUG,Material,546.75,Hospitality,Hilton Singapore,,HILTON SINGAPORE,82,8.2
760,AZ52796,Wallcovering,2016,Aug,2016,AUG,Material,124.8,Residential,,HOLLAND PEAK,HOLLAND PEAK,-80,-8
732,AZ52796,Wallcovering,2016,Jul,2016,JUL,Material,960,Residential,,CENTENNIA SUITES,CENTENNIA SUITES,97,9.7
825,AZ52796,Wallcovering,2016,Mar,2016,MAR,Material,6440.13,Hospitality,"Four Points by Sheraton Singapore, Riverview",,"FOUR POINTS BY SHERATON SINGAPORE, RIVERVIEW",-48,-4.8
760,AZ52796,Wallcovering,2016,Oct,2016,OCT,Material,280.8,Residential,,HOLLAND PEAK,HOLLAND PEAK,60,6
853,AZ52796,Wallcovering,2016,Sep,2016,SEP,Material,194.4,Hospitality,The Claremont,,THE CLAREMONT,97,9.7
825,AZ52796,Wallcovering,2016,Sep,2016,SEP,Material,18997.65,Hospitality,"Four Points by Sheraton Singapore, Riverview",,"FOUR POINTS BY SHERATON SINGAPORE, RIVERVIEW",83,8.3
938,AZ52797,Wallcovering,2011,Apr,2011,APR,Material,640,Residential,,THE ANCHORAGE,THE ANCHORAGE,-31,-3.1
805,AZ52797,Wallcovering,2011,Aug,2011,AUG,Material,4008.6,Hospitality,Grand Park Orchard,,GRAND PARK ORCHARD,10,1
815,AZ52797,Wallcovering,2011,Aug,2011,AUG,Material,972,Residential,,THE SAIL @ MARINA BAY,THE SAIL @ MARINA BAY,-58,-5.8
815,AZ52797,Wallcovering,2011,Jul,2011,JUL,Material,210.6,Residential,,CARIBBEAN AT KEPPEL BAY,CARIBBEAN AT KEPPEL BAY,-36,-3.6
815,AZ52797,Wallcovering,2011,Jul,2011,JUL,Material,263.25,Residential,,CARIBBEAN AT KEPPEL BAY,CARIBBEAN AT KEPPEL BAY,100,10
704,AZ52797,Wallcovering,2011,Jul,2011,JUL,Material,490,Residential,,THE SAIL @ MARINA BAY,THE SAIL @ MARINA BAY,-57,-5.7
815,AZ52797,Wallcovering,2011,Jul,2011,JUL,Material,702,Residential,,THE SAIL @ MARINA BAY,THE SAIL @ MARINA BAY,-14,-1.4
939,AZ52797,Wallcovering,2011,Mar,2011,MAR,Material,210,Residential,,THE ANCHORAGE,THE ANCHORAGE,-6,-0.6
722,AZ52797,Wallcovering,2011,Nov,2011,NOV,Material,508,Residential,,NEWTON EDGE,NEWTON EDGE,-37,-3.7
722,AZ52797,Wallcovering,2011,Oct,2011,OCT,Material,660,Residential,,THE CASCADIA,THE CASCADIA,16,1.6
825,AZ52797,Wallcovering,2012,Dec,2012,DEC,Material,2376,Residential,,PARC SEABREEZE,PARC SEABREEZE,94,9.4
974,AZ52797,Wallcovering,2012,Jul,2012,JUL,Material,1807,Residential,,THE REGALIA,THE REGALIA,-52,-5.2
853,AZ52797,Wallcovering,2013,Aug,2013,AUG,Material,200,Residential,,THE ORCHARD RESIDENCES,THE ORCHARD RESIDENCES,17,1.7
938,AZ52797,Wallcovering,2013,May,2013,MAY,Material,540,Residential,,N.A.,N.A.,-58,-5.8
938,AZ52797,Wallcovering,2013,May,2013,MAY,Material,620,Residential,,THE BEVERLY,THE BEVERLY,50,5
938,AZ52797,Wallcovering,2013,May,2013,MAY,Material,900,Residential,,N.A.,N.A.,88,8.8
815,AZ52797,Wallcovering,2013,May,2013,MAY,Material,1640.7,Residential,,JARDIN,JARDIN,-73,-7.3
758,AZ52797,Wallcovering,2014,Apr,2014,APR,Material,374.4,Residential,,WESTWOOD RESIDENCES,WESTWOOD RESIDENCES,81,8.1
713,AZ52797,Wallcovering,2014,Dec,2014,DEC,Material,280,Residential,,BLOSSOM RESIDENCES,BLOSSOM RESIDENCES,-53,-5.3
761,AZ52797,Wallcovering,2014,Jan,2014,JAN,Material,162,Hospitality,Marina Bay Sands Singapore,,MARINA BAY SANDS SINGAPORE,62,6.2
761,AZ52797,Wallcovering,2014,Jan,2014,JAN,Material,360,Hospitality,Marina Bay Sands Singapore,,MARINA BAY SANDS SINGAPORE,-25,-2.5
761,AZ52797,Wallcovering,2014,Jan,2014,JAN,Material,360,Hospitality,Marina Bay Sands Singapore,,MARINA BAY SANDS SINGAPORE,-49,-4.9
761,AZ52797,Wallcovering,2014,Jan,2014,JAN,Material,1620,Hospitality,Marina Bay Sands Singapore,,MARINA BAY SANDS SINGAPORE,-50,-5
761,AZ52797,Wallcovering,2014,Sep,2014,SEP,Material,540,Hospitality,Marina Bay Sands Singapore,,MARINA BAY SANDS SINGAPORE,-41,-4.1
758,AZ52797,Wallcovering,2016,Apr,2016,APR,Material,280.6,Residential,,RIVER ISLES,RIVER ISLES,57,5.7
721,AZ52797,Wallcovering,2016,Feb,2016,FEB,Material,125,Residential,,PARC VERA,PARC VERA,-7,-0.7
758,AZ52797,Wallcovering,2016,Jul,2016,JUL,Material,960,Residential,,FORESTVILLE,FORESTVILLE,-92,-9.2
760,AZ52797,Wallcovering,2016,May,2016,MAY,Material,513,Residential,,WATERWOODS,WATERWOODS,82,8.2
853,AZ52798,Wallcovering,2011,Apr,2011,APR,Material,960,Residential,,LATITUDE,LATITUDE,-4,-0.4
853,AZ52798,Wallcovering,2011,Apr,2011,APR,Material,1280,Residential,,LATITUDE,LATITUDE,81,8.1
815,AZ52798,Wallcovering,2011,Dec,2011,DEC,Material,1810,Residential,,SENTOSA COVE,SENTOSA COVE,2,0.2
732,AZ52798,Wallcovering,2011,Jul,2011,JUL,Material,490,Residential,,THE SAIL @ MARINA BAY,THE SAIL @ MARINA BAY,-14,-1.4
722,AZ52798,Wallcovering,2011,Oct,2011,OCT,Material,660,Residential,,THE CASCADIA,THE CASCADIA,83,8.3
704,AZ52798,Wallcovering,2012,Feb,2012,FEB,Material,125.6,Residential,,COSTA DEL SOL,COSTA DEL SOL,-36,-3.6
776,AZ52798,Wallcovering,2012,Jul,2012,JUL,Material,306,Residential,,THE SEAFRONT ON MEYER,THE SEAFRONT ON MEYER,-41,-4.1
776,AZ52798,Wallcovering,2012,Oct,2012,OCT,Material,201,Residential,,THE SEAFRONT ON MEYER,THE SEAFRONT ON MEYER,40,4
722,AZ52798,Wallcovering,2013,Oct,2013,OCT,Material,624,Residential,,THE TRIZON,THE TRIZON,14,1.4
732,AZ52798,Wallcovering,2014,Apr,2014,APR,Material,1884,Residential,,THE MONTANA,THE MONTANA,-55,-5.5
815,AZ52798,Wallcovering,2014,Dec,2014,DEC,Material,280,Residential,,BLOSSOM RESIDENCES,BLOSSOM RESIDENCES,-21,-2.1
815,AZ52798,Wallcovering,2014,Dec,2014,DEC,Material,280,Residential,,BLOSSOM RESIDENCES,BLOSSOM RESIDENCES,99,9.9
805,AZ52798,Wallcovering,2015,Jan,2015,JAN,Material,4040,Hospitality,Holiday Inn Singapore Orchard City Centre,,HOLIDAY INN SINGAPORE ORCHARD CITY CENTRE,-94,-9.4
853,AZ52798,Wallcovering,2016,Aug,2016,AUG,Material,163.8,Hospitality,Marina Bay Sands Singapore,,MARINA BAY SANDS SINGAPORE,60,6
760,AZ52798,Wallcovering,2016,Jul,2016,JUL,Material,375,Residential,,SELETAR HILLS ESTATE,SELETAR HILLS ESTATE,89,8.9
814,AZ52799,Wallcovering,2011,Aug,2011,AUG,Material,1189,Hospitality,Carlton Hotel,,CARLTON HOTEL,17,1.7
814,AZ52799,Wallcovering,2011,Aug,2011,AUG,Material,1640,Hospitality,Carlton Hotel,,CARLTON HOTEL,-58,-5.8
814,AZ52799,Wallcovering,2011,Jun,2011,JUN,Material,164,Hospitality,Carlton Hotel,,CARLTON HOTEL,97,9.7
814,AZ52799,Wallcovering,2011,Jun,2011,JUN,Material,2460,Hospitality,Carlton Hotel,,CARLTON HOTEL,-4,-0.4
938,AZ52799,Wallcovering,2011,Jun,2011,JUN,Material,1812,Residential,,AALTO,AALTO,-4,-0.4
913,AZ52799,Wallcovering,2011,Oct,2011,OCT,Material,375,Residential,,SENTOSA COVE,SENTOSA COVE,-36,-3.6
825,AZ52799,Wallcovering,2012,Mar,2012,MAR,Material,202,Residential,,DUNEARN SUITES,DUNEARN SUITES,82,8.2
814,AZ52799,Wallcovering,2012,Oct,2012,OCT,Material,4200,Hospitality,Carlton Hotel,,CARLTON HOTEL,49,4.9
713,AZ52799,Wallcovering,2013,Apr,2013,APR,Material,490,Residential,,CARIBBEAN AT KEPPEL BAY,CARIBBEAN AT KEPPEL BAY,-100,-10
976,AZ52799,Wallcovering,2013,Sep,2013,SEP,Material,280,Residential,,CANBERRA RESIDENCES,CANBERRA RESIDENCES,-21,-2.1
815,AZ52799,Wallcovering,2014,Aug,2014,AUG,Material,660,Residential,,THE EQUATORIAL,THE EQUATORIAL,-58,-5.8
732,AZ52799,Wallcovering,2014,Feb,2014,FEB,Material,960,Residential,,PARKSHORE,PARKSHORE,-60,-6
784,AZ52799,Wallcovering,2016,Aug,2016,AUG,Material,445.5,Residential,,ARCHIPELAGO,ARCHIPELAGO,-79,-7.9
847,AZ52799,Wallcovering,2016,Jul,2016,JUL,Material,125.7,Residential,,MARINA COLLECTION,MARINA COLLECTION,-5,-0.5
758,AZ52799,Wallcovering,2016,Jul,2016,JUL,Material,297,Residential,,SOUTHBANK,SOUTHBANK,2,0.2
815,AZ52800,Wallcovering,2011,Dec,2011,DEC,Material,1815,Residential,,ASPEN HEIGHTS,ASPEN HEIGHTS,-27,-2.7
721,AZ52800,Wallcovering,2012,Jul,2012,JUL,Material,4200,Hospitality,Marina Bay Sands Singapore,,MARINA BAY SANDS SINGAPORE,96,9.6
913,AZ52800,Wallcovering,2012,Jun,2012,JUN,Material,1200,Residential,,OASIS GARDEN,OASIS GARDEN,-81,-8.1
736,AZ52800,Wallcovering,2012,Mar,2012,MAR,Material,375,Residential,,THE EQUATORIAL,THE EQUATORIAL,71,7.1
940,AZ52800,Wallcovering,2012,Mar,2012,MAR,Material,567,Residential,,SCOTTS SQUARE,SCOTTS SQUARE,-1,-0.1
825,AZ52800,Wallcovering,2013,Jan,2013,JAN,Material,125.7,Residential,,THE BEVERLY,THE BEVERLY,-56,-5.6
938,AZ52800,Wallcovering,2013,Jan,2013,JAN,Material,1800,Residential,,CASPIAN,CASPIAN,3,0.3
825,AZ52800,Wallcovering,2013,Jan,2013,JAN,Material,1885.5,Residential,,THE BEVERLY,THE BEVERLY,82,8.2
940,AZ52800,Wallcovering,2013,Jun,2013,JUN,Material,203,Residential,,CHELSEA GARDENS,CHELSEA GARDENS,-63,-6.3
776,AZ52800,Wallcovering,2013,May,2013,MAY,Material,384,Residential,,NV RESIDENCES,NV RESIDENCES,72,7.2
722,AZ52800,Wallcovering,2013,Oct,2013,OCT,Material,315,Residential,,URBAN SUITES,URBAN SUITES,25,2.5
976,AZ52800,Wallcovering,2013,Sep,2013,SEP,Material,240,Residential,,SOUTHAVEN II,SOUTHAVEN II,7,0.7
938,AZ52800,Wallcovering,2014,Apr,2014,APR,Material,338,Residential,,THE MINTON,THE MINTON,-4,-0.4
938,AZ52800,Wallcovering,2014,Apr,2014,APR,Material,364,Residential,,THE MINTON,THE MINTON,-64,-6.4
704,AZ52800,Wallcovering,2014,Apr,2014,APR,Material,660,Residential,,THE MINTON,THE MINTON,-32,-3.2
938,AZ52800,Wallcovering,2014,Apr,2014,APR,Material,780,Residential,,THE MINTON,THE MINTON,-72,-7.2
704,AZ52800,Wallcovering,2014,Apr,2014,APR,Material,1210,Residential,,THE MINTON,THE MINTON,45,4.5
722,AZ52800,Wallcovering,2014,Aug,2014,AUG,Material,164,Hospitality,Novotel Singapore Clarke Quay,,NOVOTEL SINGAPORE CLARKE QUAY,-86,-8.6
722,AZ52800,Wallcovering,2014,Aug,2014,AUG,Material,328,Hospitality,Novotel Singapore Clarke Quay,,NOVOTEL SINGAPORE CLARKE QUAY,82,8.2
722,AZ52800,Wallcovering,2014,Aug,2014,AUG,Material,328,Hospitality,Novotel Singapore Clarke Quay,,NOVOTEL SINGAPORE CLARKE QUAY,-37,-3.7
976,AZ52800,Wallcovering,2014,Jan,2014,JAN,Material,960,Residential,,SUITES @ PAYA LEBAR,SUITES @ PAYA LEBAR,42,4.2
762,AZ52800,Wallcovering,2014,May,2014,MAY,Material,720,Residential,,ASCENTIA SKY,ASCENTIA SKY,66,6.6
763,AZ52800,Wallcovering,2014,Sep,2014,SEP,Material,280,Residential,,HILLINGTON GREEN,HILLINGTON GREEN,67,6.7
815,AZ52800,Wallcovering,2015,Oct,2015,OCT,Material,491.4,Residential,,THE SEAWIND,THE SEAWIND,4,0.4
815,AZ52800,Wallcovering,2016,May,2016,MAY,Material,1485,Residential,,LEEDON RESIDENCE,LEEDON RESIDENCE,55,5.5
939,AZ52801,Wallcovering,2011,Apr,2011,APR,Material,203,Residential,,LE REVE,LE REVE,57,5.7
726,AZ52801,Wallcovering,2011,Apr,2011,APR,Material,660,Residential,,THE SAIL @ MARINA BAY,THE SAIL @ MARINA BAY,-33,-3.3
939,AZ52801,Wallcovering,2011,Aug,2011,AUG,Material,459,Residential,,THE SAIL @ MARINA BAY,THE SAIL @ MARINA BAY,-36,-3.6
939,AZ52801,Wallcovering,2011,Aug,2011,AUG,Material,459,Residential,,THE SAIL @ MARINA BAY,THE SAIL @ MARINA BAY,6,0.6
939,AZ52801,Wallcovering,2011,Aug,2011,AUG,Material,688.5,Residential,,THE SAIL @ MARINA BAY,THE SAIL @ MARINA BAY,-3,-0.3
939,AZ52801,Wallcovering,2011,Dec,2011,DEC,Material,169,Hospitality,Crockfords Tower,,CROCKFORDS TOWER,-11,-1.1
940,AZ52801,Wallcovering,2011,Dec,2011,DEC,Material,180,Hospitality,Grand Mercure Roxy Hotel,,GRAND MERCURE ROXY HOTEL,69,6.9
713,AZ52801,Wallcovering,2011,Feb,2011,FEB,Material,598,Residential,,THE SAIL @ MARINA BAY,THE SAIL @ MARINA BAY,78,7.8
713,AZ52801,Wallcovering,2011,Feb,2011,FEB,Material,2600,Residential,,THE SAIL @ MARINA BAY,THE SAIL @ MARINA BAY,-11,-1.1
940,AZ52801,Wallcovering,2011,Jan,2011,JAN,Material,4300,Hospitality,Novotel Singapore Clarke Quay,,NOVOTEL SINGAPORE CLARKE QUAY,80,8
939,AZ52801,Wallcovering,2011,Jul,2011,JUL,Material,600,Residential,,THE SAIL @ MARINA BAY,THE SAIL @ MARINA BAY,-41,-4.1
954,AZ52801,Wallcovering,2011,Mar,2011,MAR,Material,375,Residential,,THE STERLING,THE STERLING,-41,-4.1
939,AZ52801,Wallcovering,2011,May,2011,MAY,Material,1815,Residential,,TEACHER'S HOUSING ESTATE,TEACHER'S HOUSING ESTATE,-72,-7.2
722,AZ52801,Wallcovering,2011,Oct,2011,OCT,Material,492,Residential,,THE BAYSHORE,THE BAYSHORE,-92,-9.2
768,AZ52801,Wallcovering,2012,Dec,2012,DEC,Material,800,Residential,,THE SAIL @ MARINA BAY,THE SAIL @ MARINA BAY,-52,-5.2
815,AZ52801,Wallcovering,2012,Nov,2012,NOV,Material,126,Residential,,SEASCAPE,SEASCAPE,-58,-5.8
815,AZ52801,Wallcovering,2012,Nov,2012,NOV,Material,612,Residential,,SEASCAPE,SEASCAPE,-6,-0.6
815,AZ52801,Wallcovering,2012,Nov,2012,NOV,Material,720,Residential,,SEASCAPE,SEASCAPE,41,4.1
815,AZ52801,Wallcovering,2012,Nov,2012,NOV,Material,1134,Residential,,SEASCAPE,SEASCAPE,57,5.7
815,AZ52801,Wallcovering,2012,Nov,2012,NOV,Material,1260,Residential,,SEASCAPE,SEASCAPE,-39,-3.9
853,AZ52801,Wallcovering,2013,Aug,2013,AUG,Material,96,Residential,,THE ORCHARD RESIDENCES,THE ORCHARD RESIDENCES,-79,-7.9
853,AZ52801,Wallcovering,2013,Aug,2013,AUG,Material,252,Residential,,THE ORCHARD RESIDENCES,THE ORCHARD RESIDENCES,-40,-4
939,AZ52801,Wallcovering,2013,May,2013,MAY,Material,468,Hospitality,"Shangri-La's Rasa Sentosa Resort & Spa, Singapore",,"SHANGRI-LA'S RASA SENTOSA RESORT & SPA, SINGAPORE",49,4.9
704,AZ52801,Wallcovering,2014,Dec,2014,DEC,Material,280,Residential,,HILLSIDE GARDENS,HILLSIDE GARDENS,86,8.6
813,AZ52801,Wallcovering,2014,Jul,2014,JUL,Material,960,Residential,,THE MINTON,THE MINTON,-29,-2.9
803,AZ52802,Wallcovering,2011,Feb,2011,FEB,Material,169.4,Hospitality,85 Beach Garden Hotel,,85 BEACH GARDEN HOTEL,10,1
722,AZ52802,Wallcovering,2011,Feb,2011,FEB,Material,375,Residential,,FONTAINE PARRY,FONTAINE PARRY,-51,-5.1
955,AZ52802,Wallcovering,2011,Jan,2011,JAN,Material,960,Residential,,THE SAIL @ MARINA BAY,THE SAIL @ MARINA BAY,-95,-9.5
938,AZ52802,Wallcovering,2011,Nov,2011,NOV,Material,280,Residential,,IDYLLIC RESIDENCES,IDYLLIC RESIDENCES,-94,-9.4
726,AZ52802,Wallcovering,2011,Sep,2011,SEP,Material,660,Residential,,THE ORCHARD RESIDENCES,THE ORCHARD RESIDENCES,-10,-1
955,AZ52802,Wallcovering,2012,May,2012,MAY,Material,1975,Residential,,BUONA LODGE,BUONA LODGE,25,2.5
976,AZ52802,Wallcovering,2012,Oct,2012,OCT,Material,203,Residential,,PARKVIEW APARTMENTS,PARKVIEW APARTMENTS,49,4.9
976,AZ52802,Wallcovering,2012,Oct,2012,OCT,Material,232,Residential,,PARKVIEW APARTMENTS,PARKVIEW APARTMENTS,-70,-7
732,AZ52802,Wallcovering,2013,Apr,2013,APR,Material,1820,Residential,,HELIOS RESIDENCES,HELIOS RESIDENCES,-95,-9.5
815,AZ52802,Wallcovering,2013,Sep,2013,SEP,Material,12960,Hospitality,V Hotel Bencoolen,,V HOTEL BENCOOLEN,-91,-9.1
815,AZ52802,Wallcovering,2014,Dec,2014,DEC,Material,4455,Hospitality,Hotel 81 - Sakura,,HOTEL 81 - SAKURA,-73,-7.3
732,AZ52802,Wallcovering,2014,Jun,2014,JUN,Material,492,Residential,,THE MINTON,THE MINTON,-24,-2.4
938,AZ52802,Wallcovering,2016,Mar,2016,MAR,Material,126,Residential,,THE BALE,THE BALE,-43,-4.3
955,AZ52803,Wallcovering,2011,Dec,2011,DEC,Material,203,Residential,,THE SAIL @ MARINA BAY,THE SAIL @ MARINA BAY,-77,-7.7
940,AZ52803,Wallcovering,2011,Jul,2011,JUL,Material,170,Hospitality,Grand Mercure Roxy Hotel,,GRAND MERCURE ROXY HOTEL,23,2.3
940,AZ52803,Wallcovering,2011,Jun,2011,JUN,Material,170,Hospitality,Grand Mercure Roxy Hotel,,GRAND MERCURE ROXY HOTEL,91,9.1
955,AZ52803,Wallcovering,2011,May,2011,MAY,Material,638,Residential,,THE SAIL @ MARINA BAY,THE SAIL @ MARINA BAY,66,6.6
939,AZ52803,Wallcovering,2011,Oct,2011,OCT,Material,110,Residential,,THE PEAK,THE PEAK,-3,-0.3
713,AZ52803,Wallcovering,2012,Aug,2012,AUG,Material,900,Residential,,THOMSON V TWO,THOMSON V TWO,-47,-4.7
713,AZ52803,Wallcovering,2012,Dec,2012,DEC,Material,280,Residential,,MANDARIN GARDEN CONDOMINIUM,MANDARIN GARDEN CONDOMINIUM,-69,-6.9
713,AZ52803,Wallcovering,2012,Jun,2012,JUN,Material,660,Residential,,HILLCREST PARK,HILLCREST PARK,34,3.4
815,AZ52803,Wallcovering,2012,Mar,2012,MAR,Material,1820,Residential,,LATITUDE,LATITUDE,-67,-6.7
762,AZ52803,Wallcovering,2013,Dec,2013,DEC,Material,595,Residential,,POSHGROVE EAST,POSHGROVE EAST,-27,-2.7
704,AZ52803,Wallcovering,2013,Jan,2013,JAN,Material,492,Residential,,THE SAIL @ MARINA BAY,THE SAIL @ MARINA BAY,-79,-7.9
732,AZ52803,Wallcovering,2013,Jul,2013,JUL,Material,375,Residential,,NASSIM PARK RESIDENCES,NASSIM PARK RESIDENCES,78,7.8
814,AZ52803,Wallcovering,2013,May,2013,MAY,Material,4560,Hospitality,Carlton City Hotel Singapore,,CARLTON CITY HOTEL SINGAPORE,84,8.4
813,AZ52803,Wallcovering,2013,Oct,2013,OCT,Material,252,Residential,,ASTRID MEADOWS,ASTRID MEADOWS,-19,-1.9
825,AZ52803,Wallcovering,2013,Oct,2013,OCT,Material,487.2,Residential,,PRIVE,PRIVE,95,9.5
825,AZ52803,Wallcovering,2013,Sep,2013,SEP,Material,679,Residential,,HUNDRED TREES,HUNDRED TREES,-48,-4.8
761,AZ52803,Wallcovering,2014,Jun,2014,JUN,Material,126,Residential,,THE LENOX,THE LENOX,46,4.6
761,AZ52803,Wallcovering,2014,Jun,2014,JUN,Material,630,Residential,,THE LENOX,THE LENOX,-99,-9.9
758,AZ52803,Wallcovering,2014,Nov,2014,NOV,Material,960,Residential,,WATERVIEW,WATERVIEW,51,5.1
940,AZ52804,Wallcovering,2011,Jul,2011,JUL,Material,170,Hospitality,Grand Mercure Roxy Hotel,,GRAND MERCURE ROXY HOTEL,-63,-6.3
815,AZ52804,Wallcovering,2011,Jul,2011,JUL,Material,966,Residential,,THE ORCHARD RESIDENCES,THE ORCHARD RESIDENCES,-59,-5.9
815,AZ52804,Wallcovering,2011,Jul,2011,JUL,Material,966,Residential,,THE ORCHARD RESIDENCES,THE ORCHARD RESIDENCES,58,5.8
713,AZ52804,Wallcovering,2011,Jul,2011,JUL,Material,1836,Residential,,OCEAN PARK,OCEAN PARK,87,8.7
815,AZ52804,Wallcovering,2011,Jul,2011,JUL,Material,2268,Residential,,THE ORCHARD RESIDENCES,THE ORCHARD RESIDENCES,28,2.8
815,AZ52804,Wallcovering,2011,Jul,2011,JUL,Material,2268,Residential,,THE ORCHARD RESIDENCES,THE ORCHARD RESIDENCES,-6,-0.6
940,AZ52804,Wallcovering,2011,Jun,2011,JUN,Material,170,Hospitality,Grand Mercure Roxy Hotel,,GRAND MERCURE ROXY HOTEL,41,4.1
713,AZ52804,Wallcovering,2012,Jun,2012,JUN,Material,660,Residential,,HILLCREST PARK,HILLCREST PARK,63,6.3
776,AZ52804,Wallcovering,2012,Nov,2012,NOV,Material,280,Residential,,MARINA BAY SUITES,MARINA BAY SUITES,-61,-6.1
825,AZ52804,Wallcovering,2013,Aug,2013,AUG,Material,4868,Hospitality,The Scarlet Hotel,,THE SCARLET HOTEL,-10,-1
704,AZ52804,Wallcovering,2013,Feb,2013,FEB,Material,492,Residential,,THE SAIL @ MARINA BAY,THE SAIL @ MARINA BAY,-43,-4.3
976,AZ52804,Wallcovering,2013,Jun,2013,JUN,Material,376,Residential,,THE QUINTET,THE QUINTET,-70,-7
758,AZ52804,Wallcovering,2014,Aug,2014,AUG,Material,390,Residential,,TIARA,TIARA,-92,-9.2
815,AZ52804,Wallcovering,2015,Oct,2015,OCT,Material,126,Residential,,THE RAINFOREST,THE RAINFOREST,-91,-9.1
732,AZ52804,Wallcovering,2016,Jan,2016,JAN,Material,204,Residential,,BARTLEY RESIDENCES,BARTLEY RESIDENCES,-19,-1.9
892,AZ52805,Wallcovering,2011,Nov,2011,NOV,Material,540,Residential,,DUKES RESIDENCE,DUKES RESIDENCE,-65,-6.5
732,AZ52805,Wallcovering,2011,Sep,2011,SEP,Material,720,Residential,,SEA VIEW PARK,SEA VIEW PARK,19,1.9
853,AZ52805,Wallcovering,2012,Dec,2012,DEC,Material,126,Residential,,VOLARI,VOLARI,52,5.2
853,AZ52805,Wallcovering,2012,Dec,2012,DEC,Material,504,Residential,,VOLARI,VOLARI,-87,-8.7
704,AZ52805,Wallcovering,2013,Aug,2013,AUG,Material,492,Residential,,DOUBLE BAY RESIDENCES,DOUBLE BAY RESIDENCES,77,7.7
938,AZ52805,Wallcovering,2013,Dec,2013,DEC,Material,376,Residential,,THE SAIL @ MARINA BAY,THE SAIL @ MARINA BAY,82,8.2
713,AZ52805,Wallcovering,2014,Aug,2014,AUG,Material,968,Residential,,THE SEA VIEW,THE SEA VIEW,-3,-0.3
761,AZ52805,Wallcovering,2014,Feb,2014,FEB,Material,429,Residential,,MARINA BAY SUITES,MARINA BAY SUITES,1,0.1
825,AZ52805,Wallcovering,2014,Mar,2014,MAR,Material,4868,Hospitality,The Scarlet Hotel,,THE SCARLET HOTEL,-19,-1.9
825,AZ52805,Wallcovering,2014,May,2014,MAY,Material,4868,Hospitality,The Scarlet Hotel,,THE SCARLET HOTEL,100,10
704,AZ52805,Wallcovering,2014,Sep,2014,SEP,Material,170.1,Hospitality,Park Regis Singapore,,PARK REGIS SINGAPORE,8,0.8
704,AZ52805,Wallcovering,2014,Sep,2014,SEP,Material,230.85,Hospitality,Park Regis Singapore,,PARK REGIS SINGAPORE,48,4.8
704,AZ52805,Wallcovering,2014,Sep,2014,SEP,Material,729,Hospitality,Park Regis Singapore,,PARK REGIS SINGAPORE,77,7.7
732,AZ52805,Wallcovering,2015,Dec,2015,DEC,Material,882,Residential,,WATERCOLOURS,WATERCOLOURS,-40,-4
853,AZ52805,Wallcovering,2015,Oct,2015,OCT,Material,1855,Residential,,LEEDON RESIDENCE,LEEDON RESIDENCE,-47,-4.7
815,AZ52805,Wallcovering,2016,Aug,2016,AUG,Material,280,Residential,,NORTHWOOD,NORTHWOOD,-90,-9
732,AZ52805,Wallcovering,2016,Feb,2016,FEB,Material,662,Residential,,BEDOK RESIDENCES,BEDOK RESIDENCES,16,1.6
732,AZ52805,Wallcovering,2016,Jan,2016,JAN,Material,204,Residential,,BARTLEY RESIDENCES,BARTLEY RESIDENCES,-71,-7.1
938,AZ52805,Wallcovering,2016,Jul,2016,JUL,Material,1692,Residential,,GARDENVISTA,GARDENVISTA,-65,-6.5
760,AZ52805,Wallcovering,2016,Sep,2016,SEP,Material,368,Residential,,FORTE SUITES,FORTE SUITES,13,1.3
