Year,Month,Product_Grp,Sales,ID,Sector
2011,Jan,Carpet,659.84,13795,Hospitality
2011,Jan,Carpet,227.04,13796,Hospitality
2011,Jan,Carpet,332.05,13797,Hospitality
2011,Jan,Carpet,2129.71,13798,Hospitality
2011,Jan,Carpet,580.83,13799,Hospitality
2011,Jan,Carpet,1936.1,13800,Hospitality
2011,Jan,Carpet,968.05,13801,Hospitality
2011,Jan,Carpet,2129.71,13802,Hospitality
2011,Jan,Carpet,580.83,13803,Hospitality
2011,Jan,Carpet,1936.1,13804,Hospitality
2011,Jan,Carpet,1742.49,13805,Hospitality
2011,Jan,Carpet,580.83,13806,Hospitality
2011,Jan,Carpet,774.44,13807,Hospitality
2011,Jan,Carpet,580.83,13808,Hospitality
2011,Jan,Carpet,1742.49,13809,Hospitality
2011,Jan,Carpet,580.83,13810,Hospitality
2011,Jan,Carpet,193.61,13811,Hospitality
2011,Jan,Carpet,1742.49,13812,Hospitality
2011,Jan,Carpet,387.22,13813,Hospitality
2011,Jan,Carpet,1742.49,13814,Hospitality
2011,Jan,Carpet,580.83,13815,Hospitality
2011,Jan,Carpet,1161.66,13816,Hospitality
2011,Jan,Carpet,387.22,13817,Hospitality
2011,Jan,Carpet,38426.43,13818,Hospitality
2011,Jan,Carpet,-0.91,13819,Hospitality
2011,Jan,Wallcovering,-4000,13828,Hospitality
2011,Jan,Wallcovering,13357.71,13859,Hospitality
2011,Jan,Wallcovering,2430,13860,Hospitality
2011,Jan,Wallcovering,405,13861,Hospitality
2011,Jan,Wallcovering,27,13862,Hospitality
2011,Jan,Wallcovering,2862,13863,Hospitality
2011,Jan,Wallcovering,378,13864,Hospitality
2011,Jan,Wallcovering,7290,13865,Hospitality
2011,Jan,Wallcovering,2484,13866,Hospitality
2011,Jan,Wallcovering,1564.92,13867,Hospitality
2011,Jan,Wallcovering,756,13868,Hospitality
2011,Jan,Wallcovering,912.87,13869,Hospitality
2011,Jan,Wallcovering,204.93,13870,Hospitality
2011,Jan,Wallcovering,513,13871,Hospitality
2011,Jan,Wallcovering,189,13872,Hospitality
2011,Jan,Wallcovering,162,13873,Hospitality
2011,Jan,Wallcovering,27,13874,Hospitality
2011,Jan,Wallcovering,11398.8,13875,Hospitality
2011,Jan,Wallcovering,3864,13876,Hospitality
2011,Jan,Wallcovering,14442.5,13877,Hospitality
2011,Jan,Wallcovering,4059.3,13878,Hospitality
2011,Jan,Wallcovering,10148.25,13879,Hospitality
2011,Jan,Wallcovering,3923.99,13880,Hospitality
2011,Jan,Wallcovering,8350.56,13881,Hospitality
2011,Jan,Wallcovering,216.44,13882,Hospitality
2011,Jan,Wallcovering,371.04,13883,Hospitality
2011,Jan,Wallcovering,1623.3,13884,Hospitality
2011,Jan,Wallcovering,5411,13885,Hospitality
2011,Jan,Wallcovering,108.22,13886,Hospitality
2011,Jan,Wallcovering,676.2,13887,Hospitality
2011,Jan,Wallcovering,2028.6,13888,Hospitality
2011,Jan,Wallcovering,1352.4,13889,Hospitality
2011,Jan,Wallcovering,2511.6,13890,Hospitality
2011,Jan,Wallcovering,1545,13891,Hospitality
2011,Jan,Wallcovering,1970.64,13892,Hospitality
2011,Jan,Wallcovering,676.2,13893,Hospitality
2011,Jan,Wallcovering,-212.52,13894,Hospitality
2011,Jan,Wallcovering,450,13895,Hospitality
2011,Jan,Wallcovering,14066,13896,Hospitality
2011,Jan,Wallcovering,-18.17,13897,Hospitality
2011,Jan,Wallcovering,-450,13898,Hospitality
2011,Jan,Wallcovering,931.5,13899,Hospitality
2011,Jan,Wallcovering,338.58,13900,Hospitality
2011,Jan,Wallcovering,154,13919,Residential
2011,Jan,Fabric,224,14007,Hospitality
2011,Jan,Wallcovering,27.93,14060,Residential
2011,Jan,Wallcovering,9.35,14061,Residential
2011,Jan,Wallcovering,40,14117,Residential
2011,Jan,Flooring,9973.75,14225,Residential
2011,Jan,Flooring,-757.5,14226,Residential
2011,Jan,Flooring,-20.34,14229,Residential
2011,Jan,Wallcovering,-459.8,14230,Residential
2011,Jan,Wallcovering,160,14231,Residential
2011,Jan,Wallcovering,250,14232,Residential
2011,Jan,Fabric,540,14248,Residential
2011,Jan,Fabric,-162,14249,Residential
2011,Jan,Wallcovering,92.3,14250,Residential
2011,Jan,Wallcovering,768,14251,Residential
2011,Jan,Wallcovering,768,14252,Residential
2011,Jan,Wallcovering,250,14253,Residential
2011,Jan,Wallcovering,-0.02,14254,Residential
2011,Jan,Wallcovering,464,14255,Residential
2011,Jan,Wallcovering,392,14256,Residential
2011,Jan,Wallcovering,184,14257,Residential
2011,Jan,Wallcovering,222,14258,Residential
2011,Jan,Wallcovering,196,14259,Residential
2011,Jan,Wallcovering,388,14260,Residential
2011,Jan,Wallcovering,477,14261,Residential
2011,Jan,Wallcovering,90,14262,Residential
2011,Jan,Wallcovering,2044,14263,Residential
2011,Jan,Wallcovering,1001,14264,Residential
2011,Jan,Wallcovering,3359.2,14265,Residential
2011,Jan,Wallcovering,114,14266,Residential
2011,Jan,Wallcovering,15,14267,Residential
2011,Jan,Wallcovering,-977.73,14268,Residential
2011,Jan,Fabric,350,14269,Residential
2011,Jan,Fabric,70,14270,Residential
2011,Jan,Fabric,140,14271,Residential
2011,Jan,Fabric,70,14272,Residential
2011,Jan,Fabric,70,14273,Residential
2011,Jan,Fabric,200,14274,Residential
2011,Jan,Fabric,-70,14275,Residential
2011,Jan,Wallcovering,1980,14276,Residential
2011,Jan,Wallcovering,1470,14277,Residential
2011,Jan,Wallcovering,1470,14278,Residential
2011,Jan,Wallcovering,1400,14279,Residential
2011,Jan,Wallcovering,-948,14280,Residential
2011,Jan,Wallcovering,555,14281,Residential
2011,Jan,Wallcovering,3066,14282,Residential
2011,Jan,Wallcovering,1925,14283,Residential
2011,Jan,Wallcovering,915.2,14284,Residential
2011,Jan,Wallcovering,250,14285,Residential
2011,Jan,Wallcovering,400,14286,Residential
2011,Jan,Wallcovering,455,14287,Residential
2011,Jan,Wallcovering,360,14288,Residential
2011,Jan,Wallcovering,660,14289,Residential
2011,Jan,Wallcovering,495,14290,Residential
2011,Jan,Wallcovering,502,14291,Residential
2011,Jan,Wallcovering,502,14292,Residential
2011,Jan,Wallcovering,330,14293,Residential
2011,Jan,Wallcovering,780,14294,Residential
2011,Jan,Wallcovering,-497.8,14295,Residential
2011,Jan,Wallcovering,543,14296,Residential
2011,Jan,Wallcovering,280,14297,Residential
2011,Jan,Wallcovering,500,14298,Residential
2011,Jan,Wallcovering,-123.45,14299,Residential
2011,Jan,Wallcovering,372,14300,Residential
2011,Jan,Wallcovering,300,14301,Residential
2011,Jan,Wallcovering,150,14302,Residential
2011,Jan,Wallcovering,1530,14303,Residential
2011,Jan,Wallcovering,1349,14304,Residential
2011,Jan,Wallcovering,3760,14305,Residential
2011,Jan,Wallcovering,776,14306,Residential
2011,Jan,Wallcovering,495,14307,Residential
2011,Jan,Wallcovering,650,14308,Residential
2011,Jan,Wallcovering,650,14309,Residential
2011,Jan,Wallcovering,635,14310,Residential
2011,Jan,Wallcovering,2520,14311,Residential
2011,Jan,Wallcovering,300,14312,Residential
2011,Jan,Wallcovering,-1476.75,14313,Residential
2011,Jan,Wallcovering,256,14314,Residential
2011,Jan,Wallcovering,350,14315,Residential
2011,Jan,Wallcovering,1150,14316,Residential
2011,Jan,Wallcovering,700,14317,Residential
2011,Jan,Wallcovering,100,14318,Residential
2011,Jan,Wallcovering,-172.5,14319,Residential
2011,Jan,Wallcovering,127,14320,Residential
2011,Jan,Wallcovering,247.2,14321,Residential
2011,Jan,Wallcovering,-19.05,14322,Residential
2011,Jan,Wallcovering,1125,14323,Residential
2011,Jan,Wallcovering,-180,14324,Residential
2011,Jan,Wallcovering,297,14325,Residential
2011,Jan,Wallcovering,-66,14326,Residential
2011,Jan,Wallcovering,900,14327,Residential
2011,Jan,Wallcovering,-504,14328,Residential
2011,Jan,Wallcovering,1200,14329,Residential
2011,Jan,Wallcovering,-936,14330,Residential
2011,Jan,Wallcovering,1200,14331,Residential
2011,Jan,Wallcovering,120,14332,Residential
2011,Jan,Wallcovering,-275.4,14333,Residential
2011,Jan,Wallcovering,504,14334,Residential
2011,Jan,Wallcovering,504,14335,Residential
2011,Jan,Wallcovering,252,14336,Residential
2011,Jan,Wallcovering,-126,14337,Residential
2011,Jan,Wallcovering,800,14338,Residential
2011,Jan,Wallcovering,-226.8,14339,Residential
2011,Jan,Wallcovering,627,14342,Residential
2011,Jan,Wallcovering,330,14343,Residential
2011,Jan,Wallcovering,-75.24,14344,Residential
2011,Jan,Fabric,12740,14345,Residential
2011,Jan,Fabric,1400,14346,Residential
2011,Jan,Fabric,1400,14347,Residential
2011,Jan,Fabric,280,14348,Residential
2011,Jan,Fabric,3003,14349,Residential
2011,Jan,Fabric,700,14350,Residential
2011,Jan,Fabric,630,14351,Residential
2011,Jan,Fabric,1752,14352,Residential
2011,Jan,Fabric,350,14353,Residential
2011,Jan,Fabric,560,14354,Residential
2011,Jan,Fabric,700,14355,Residential
2011,Jan,Fabric,1752,14356,Residential
2011,Jan,Fabric,1400,14357,Residential
2011,Jan,Fabric,210,14358,Residential
2011,Jan,Fabric,365,14359,Residential
2011,Jan,Fabric,-365,14360,Residential
2011,Jan,Fabric,365,14361,Residential
2011,Jan,Fabric,-365,14362,Residential
2011,Jan,Fabric,1095,14363,Residential
2011,Jan,Fabric,1311,14364,Residential
2011,Jan,Fabric,420,14365,Residential
2011,Jan,Fabric,840,14366,Residential
2011,Jan,Fabric,2275,14367,Residential
2011,Jan,Fabric,-65,14368,Residential
2011,Jan,Fabric,560,14369,Residential
2011,Jan,Fabric,490,14370,Residential
2011,Jan,Fabric,7821,14371,Residential
2011,Jan,Fabric,200,14372,Residential
2011,Jan,Fabric,-8352.05,14373,Residential
2011,Jan,Fabric,880,14374,Residential
2011,Jan,Fabric,60,14375,Residential
2011,Jan,Wallcovering,550,14376,Residential
2011,Jan,Wallcovering,550,14377,Residential
2011,Jan,Wallcovering,-550,14378,Residential
2011,Jan,Wallcovering,960,14379,Residential
2011,Jan,Wallcovering,384,14380,Residential
2011,Jan,Wallcovering,110,14381,Residential
2011,Jan,Wallcovering,550,14382,Residential
2011,Jan,Wallcovering,-99,14383,Residential
2011,Jan,Wallcovering,550,14384,Residential
2011,Jan,Wallcovering,-209,14385,Residential
2011,Jan,Wallcovering,1260,14386,Residential
2011,Jan,Wallcovering,-361.81,14387,Residential
2011,Jan,Wallcovering,-384,14388,Residential
2011,Jan,Wallcovering,375,14389,Residential
2011,Jan,Wallcovering,1464,14390,Residential
2011,Jan,Wallcovering,715,14391,Residential
2011,Jan,Wallcovering,524,14392,Residential
2011,Jan,Wallcovering,300,14393,Residential
2011,Jan,Wallcovering,300,14394,Residential
2011,Jan,Wallcovering,140,14395,Residential
2011,Jan,Wallcovering,250,14396,Residential
2011,Jan,Wallcovering,-14,14397,Residential
2011,Jan,Wallcovering,381,14398,Residential
2011,Jan,Wallcovering,300,14399,Residential
2011,Jan,Wallcovering,280,14400,Residential
2011,Jan,Wallcovering,280,14401,Residential
2011,Jan,Wallcovering,400,14402,Residential
2011,Jan,Wallcovering,100,14403,Residential
2011,Jan,Wallcovering,-56,14404,Residential
2011,Jan,Carpet,1501.44,14405,Residential
2011,Jan,Carpet,350,14406,Residential
2011,Jan,Carpet,-75.07,14407,Residential
2011,Jan,Wallcovering,5.2,14431,Residential
2011,Jan,Wallcovering,517.5,14460,Residential
2011,Jan,Wallcovering,-300.15,14461,Residential
2011,Jan,Wallcovering,170,14462,Residential
2011,Jan,Wallcovering,450,14463,Residential
2011,Jan,Wallcovering,-315,14464,Residential
2011,Jan,Wallcovering,380,14465,Residential
2011,Jan,Wallcovering,120,14466,Residential
2011,Jan,Wallcovering,178,14467,Residential
2011,Jan,Wallcovering,178,14468,Residential
2011,Jan,Wallcovering,380,14469,Residential
2011,Jan,Wallcovering,-13.08,14523,Residential
2011,Jan,Wallcovering,1080,14531,Residential
2011,Jan,Wallcovering,250,14532,Residential
2011,Jan,Wallcovering,-324,14533,Residential
2011,Jan,Fabric,503.5,14548,Hospitality
2011,Jan,Fabric,53,14549,Hospitality
2011,Jan,Fabric,389.5,14550,Hospitality
2011,Jan,Fabric,41,14551,Hospitality
2011,Jan,Fabric,784,14552,Hospitality
2011,Jan,Flooring,1350,14565,Hospitality
2011,Jan,Wallcovering,-1350,14567,Hospitality
2011,Jan,Wallcovering,1060,14568,Residential
2011,Jan,Wallcovering,530,14569,Residential
2011,Jan,Wallcovering,1650,14570,Residential
2011,Jan,Wallcovering,192,14571,Residential
2011,Jan,Wallcovering,250,14572,Residential
2011,Jan,Wallcovering,192,14573,Residential
2011,Jan,Wallcovering,545,14574,Residential
2011,Jan,Wallcovering,545,14575,Residential
2011,Jan,Wallcovering,715,14576,Residential
2011,Jan,Wallcovering,255,14577,Residential
2011,Jan,Wallcovering,762,14578,Residential
2011,Jan,Wallcovering,180,14579,Residential
2011,Jan,Wallcovering,327,14580,Residential
2011,Jan,Wallcovering,264,14581,Residential
2011,Jan,Wallcovering,715,14582,Residential
2011,Jan,Wallcovering,51.2,14583,Residential
2011,Jan,Wallcovering,331.95,14584,Residential
2011,Jan,Wallcovering,350,14585,Residential
2011,Jan,Wallcovering,260,14588,Residential
2011,Jan,Wallcovering,600,14589,Residential
2011,Jan,Wallcovering,1000,14590,Residential
2011,Jan,Wallcovering,315,14591,Residential
2011,Jan,Wallcovering,150.8,14592,Residential
2011,Jan,Wallcovering,270.4,14612,Residential
2011,Jan,Wallcovering,250,14613,Residential
2011,Jan,Wallcovering,238,14614,Residential
2011,Jan,Wallcovering,300,14615,Residential
2011,Jan,Wallcovering,55,14616,Residential
2011,Jan,Wallcovering,82,14617,Residential
2011,Jan,Wallcovering,250,14618,Residential
2011,Jan,Wallcovering,810,14619,Hospitality
2011,Jan,Wallcovering,-135,14620,Hospitality
2011,Jan,Wallcovering,250,14621,Hospitality
2011,Jan,Wallcovering,900,14624,Hospitality
2011,Jan,Wallcovering,150,14625,Hospitality
2011,Jan,Wallcovering,180,14626,Hospitality
2011,Jan,Carpet,225,14669,Hospitality
2011,Jan,Carpet,225,14670,Hospitality
2011,Jan,Carpet,50,14671,Hospitality
2011,Jan,Carpet,225,14672,Hospitality
2011,Jan,Carpet,225,14673,Hospitality
2011,Jan,Carpet,50,14674,Hospitality
2011,Jan,Carpet,225,14675,Hospitality
2011,Jan,Carpet,225,14676,Hospitality
2011,Jan,Carpet,50,14677,Hospitality
2011,Jan,Wallcovering,450,14683,Residential
2011,Jan,Wallcovering,615,14684,Residential
2011,Jan,Wallcovering,138.6,14737,Residential
2011,Jan,Wallcovering,-12.6,14738,Residential
2011,Jan,Wallcovering,150,14739,Residential
2011,Jan,Wallcovering,950,14746,Residential
2011,Jan,Wallcovering,950,14747,Residential
2011,Jan,Wallcovering,198,14748,Residential
2011,Jan,Wallcovering,800,14749,Residential
2011,Jan,Wallcovering,-2898,14750,Residential
2011,Jan,Wallcovering,162,14751,Residential
2011,Jan,Wallcovering,180,14752,Residential
2011,Jan,Wallcovering,300,14753,Hospitality
2011,Jan,Wallcovering,339.5,14754,Residential
2011,Jan,Wallcovering,-164.9,14755,Residential
2011,Jan,Wallcovering,180,14756,Residential
2011,Jan,Wallcovering,388,14760,Residential
2011,Jan,Wallcovering,-271.6,14761,Residential
2011,Jan,Wallcovering,300,14762,Residential
2011,Jan,Wallcovering,792,14791,Residential
2011,Jan,Wallcovering,6615,14792,Residential
2011,Jan,Wallcovering,945,14793,Residential
2011,Jan,Wallcovering,480,14794,Residential
2011,Jan,Wallcovering,800,14795,Residential
2011,Jan,Wallcovering,1260,14796,Residential
2011,Jan,Wallcovering,1120,14797,Residential
2011,Jan,Wallcovering,220,14798,Residential
2011,Jan,Wallcovering,6615,14799,Residential
2011,Jan,Wallcovering,945,14800,Residential
2011,Jan,Wallcovering,1080,14801,Residential
2011,Jan,Wallcovering,945,14802,Residential
2011,Jan,Wallcovering,-2025,14803,Residential
2011,Jan,Wallcovering,1350,14804,Residential
2011,Jan,Wallcovering,450,14805,Residential
2011,Jan,Wallcovering,1483.5,14806,Residential
2011,Jan,Wallcovering,350,14807,Residential
2011,Jan,Wallcovering,1950,14808,Residential
2011,Jan,Fabric,169.75,14830,Residential
2011,Jan,Fabric,135.8,14831,Residential
2011,Jan,Fabric,250,14832,Residential
2011,Jan,Fabric,450,14833,Residential
2011,Jan,Fabric,250,14834,Residential
2011,Jan,Fabric,588,14835,Residential
2011,Jan,Fabric,250,14836,Residential
2011,Jan,Fabric,375,14837,Residential
2011,Jan,Fabric,112.5,14838,Residential
2011,Jan,Fabric,250,14839,Residential
2011,Jan,Fabric,672,14840,Residential
2011,Jan,Fabric,250,14841,Residential
2011,Jan,Fabric,180,14842,Residential
2011,Jan,Fabric,250,14843,Residential
2011,Jan,Fabric,276,14844,Residential
2011,Jan,Fabric,345,14845,Residential
2011,Jan,Fabric,207,14846,Residential
2011,Jan,Fabric,250,14847,Residential
2011,Jan,Fabric,414,14848,Residential
2011,Jan,Fabric,483,14849,Residential
2011,Jan,Fabric,250,14850,Residential
2011,Jan,Fabric,1533,14851,Residential
2011,Jan,Fabric,244,14852,Residential
2011,Jan,Fabric,400,14853,Residential
2011,Jan,Fabric,488,14854,Residential
2011,Jan,Fabric,1080,14855,Residential
2011,Jan,Fabric,244,14856,Residential
2011,Jan,Fabric,400,14857,Residential
2011,Jan,Fabric,366,14858,Residential
2011,Jan,Fabric,61,14859,Residential
2011,Jan,Fabric,750,14860,Residential
2011,Jan,Fabric,1890,14861,Residential
2011,Jan,Fabric,1533,14862,Residential
2011,Jan,Fabric,414,14863,Residential
2011,Jan,Fabric,483,14864,Residential
2011,Jan,Fabric,250,14865,Residential
2011,Jan,Fabric,-2621.3,14866,Residential
2011,Jan,Wallcovering,375,14873,Residential
2011,Jan,Wallcovering,75,14874,Residential
2011,Jan,Wallcovering,500,14875,Residential
2011,Jan,Wallcovering,560,14876,Residential
2011,Jan,Wallcovering,5.4,14877,Residential
2011,Jan,Wallcovering,826,14878,Residential
2011,Jan,Wallcovering,2793,14879,Residential
2011,Jan,Wallcovering,916,14880,Residential
2011,Jan,Wallcovering,-680.25,14881,Residential
2011,Jan,Wallcovering,224,14882,Residential
2011,Jan,Wallcovering,1506,14883,Residential
2011,Jan,Wallcovering,550,14884,Residential
2011,Jan,Wallcovering,300,14885,Residential
2011,Jan,Wallcovering,-205.6,14886,Residential
2011,Jan,Wallcovering,345,14888,Residential
2011,Jan,Wallcovering,690,14889,Residential
2011,Jan,Wallcovering,-155.25,14890,Residential
2011,Jan,Wallcovering,652,14896,Residential
2011,Jan,Wallcovering,652,14897,Residential
2011,Jan,Wallcovering,1956,14898,Residential
2011,Jan,Wallcovering,2292,14899,Residential
2011,Jan,Wallcovering,375,14900,Residential
2011,Jan,Wallcovering,250,14901,Residential
2011,Jan,Wallcovering,375,14902,Residential
2011,Jan,Wallcovering,652,14903,Residential
2011,Jan,Wallcovering,326,14904,Residential
2011,Jan,Wallcovering,1365,14905,Residential
2011,Jan,Wallcovering,975,14906,Residential
2011,Jan,Wallcovering,-1129.37,14907,Residential
2011,Jan,Wallcovering,392,14908,Residential
2011,Jan,Wallcovering,392,14909,Residential
2011,Jan,Wallcovering,98,14910,Residential
2011,Jan,Wallcovering,-98,14911,Residential
2011,Jan,Wallcovering,275,14912,Residential
2011,Jan,Wallcovering,-98,14913,Residential
2011,Jan,Wallcovering,-392,14914,Residential
2011,Jan,Carpet,1926.62,14915,Residential
2011,Jan,Carpet,-5.12,14916,Residential
2011,Jan,Carpet,400,14917,Residential
2011,Jan,Carpet,-945.3,14918,Residential
2011,Jan,Fabric,742,14919,Residential
2011,Jan,Fabric,150,14920,Residential
2011,Jan,Fabric,-148.4,14921,Residential
2011,Jan,Fabric,454.35,14922,Residential
2011,Jan,Fabric,52.43,14923,Residential
2011,Jan,Fabric,100,14924,Residential
2011,Jan,Fabric,-606.78,14925,Residential
2011,Jan,Fabric,1800,14926,Residential
2011,Jan,Fabric,580,14927,Residential
2011,Jan,Fabric,750,14928,Residential
2011,Jan,Fabric,444.8,14929,Residential
2011,Jan,Fabric,240,14930,Residential
2011,Jan,Fabric,444.8,14931,Residential
2011,Jan,Fabric,444.8,14932,Residential
2011,Jan,Fabric,240,14933,Residential
2011,Jan,Fabric,-272.16,14934,Residential
2011,Jan,Wallcovering,450,14935,Residential
2011,Jan,Wallcovering,-135,14936,Residential
2011,Jan,Wallcovering,300,14937,Residential
2011,Jan,Wallcovering,4000,14942,Hospitality
2011,Jan,Wallcovering,126.6,14970,Residential
2011,Jan,Wallcovering,70,14983,Residential
2011,Jan,Fabric,1222,15027,Hospitality
2011,Jan,Fabric,186.3,15038,Hospitality
2011,Jan,Wallcovering,1428,15092,Residential
2011,Jan,Wallcovering,-214.2,15093,Residential
2011,Jan,Wallcovering,660,15094,Residential
2011,Jan,Wallcovering,5.2,15095,Residential
2011,Jan,Fabric,336,15115,Residential
2011,Jan,Fabric,504,15116,Residential
2011,Jan,Fabric,450,15117,Residential
2011,Jan,Fabric,-126,15118,Residential
2011,Jan,Wallcovering,2520,15119,Residential
2011,Jan,Wallcovering,-420,15120,Residential
2011,Jan,Wallcovering,1100,15121,Residential
2011,Jan,Wallcovering,880,15122,Residential
2011,Jan,Wallcovering,630,15123,Residential
2011,Jan,Wallcovering,900,15124,Residential
2011,Jan,Wallcovering,800,15125,Residential
2011,Jan,Wallcovering,-408,15126,Residential
2011,Jan,Wallcovering,374,15127,Residential
2011,Jan,Wallcovering,82.5,15128,Residential
2011,Jan,Wallcovering,115.5,15129,Residential
2011,Jan,Wallcovering,66,15130,Residential
2011,Jan,Wallcovering,412.5,15131,Residential
2011,Jan,Wallcovering,280.5,15132,Residential
2011,Jan,Wallcovering,-49.5,15133,Residential
2011,Jan,Wallcovering,740,15134,Residential
2011,Jan,Wallcovering,-192.23,15135,Residential
2011,Jan,Wallcovering,226,15136,Residential
2011,Jan,Wallcovering,1012,15137,Residential
2011,Jan,Wallcovering,450,15138,Residential
2011,Jan,Wallcovering,-185.7,15139,Residential
2011,Jan,Wallcovering,520,15140,Residential
2011,Jan,Wallcovering,732,15141,Residential
2011,Jan,Wallcovering,814,15142,Residential
2011,Jan,Wallcovering,200,15143,Residential
2011,Jan,Wallcovering,250,15144,Residential
2011,Jan,Wallcovering,650,15145,Residential
2011,Jan,Wallcovering,-362.26,15146,Residential
2011,Jan,Wallcovering,480,15150,Residential
2011,Jan,Wallcovering,951,15151,Residential
2011,Jan,Wallcovering,350,15152,Residential
2011,Jan,Wallcovering,675,15153,Residential
2011,Jan,Wallcovering,-267.15,15154,Residential
2011,Jan,Wallcovering,1390,15155,Residential
2011,Jan,Wallcovering,417,15156,Residential
2011,Jan,Wallcovering,170,15157,Residential
2011,Jan,Wallcovering,-296.55,15158,Residential
2011,Jan,Wallcovering,213,15159,Residential
2011,Jan,Wallcovering,213,15160,Residential
2011,Jan,Wallcovering,232,15161,Residential
2011,Jan,Fabric,700,15162,Residential
2011,Jan,Wallcovering,-70,15163,Residential
2011,Jan,Wallcovering,960,15164,Residential
2011,Jan,Wallcovering,1600,15165,Residential
2011,Jan,Wallcovering,464,15167,Residential
2011,Jan,Wallcovering,621,15168,Residential
2011,Jan,Fabric,352,15178,Residential
2011,Jan,Fabric,3990,15179,Residential
2011,Jan,Fabric,4940,15180,Residential
2011,Jan,Fabric,1034,15181,Residential
2011,Jan,Fabric,280,15182,Residential
2011,Jan,Fabric,4800,15183,Residential
2011,Jan,Fabric,2920,15184,Residential
2011,Jan,Fabric,880,15185,Residential
2011,Jan,Fabric,3082,15186,Residential
2011,Jan,Fabric,4498,15187,Residential
2011,Jan,Fabric,380,15188,Residential
2011,Jan,Fabric,1560,15189,Residential
2011,Jan,Fabric,1440,15190,Residential
2011,Jan,Fabric,110,15191,Residential
2011,Jan,Fabric,154,15192,Residential
2011,Jan,Fabric,150,15193,Residential
2011,Jan,Fabric,1760,15194,Residential
2011,Jan,Fabric,2240,15195,Residential
2011,Jan,Fabric,2520,15196,Residential
2011,Jan,Fabric,616,15197,Residential
2011,Jan,Fabric,160,15198,Residential
2011,Jan,Fabric,1886,15199,Residential
2011,Jan,Fabric,1560,15200,Residential
2011,Jan,Fabric,2050,15201,Residential
2011,Jan,Fabric,220,15202,Residential
2011,Jan,Fabric,330,15203,Residential
2011,Jan,Fabric,150,15204,Residential
2011,Jan,Fabric,1760,15205,Residential
2011,Jan,Fabric,900,15206,Residential
2011,Jan,Fabric,2700,15207,Residential
2011,Jan,Fabric,594,15208,Residential
2011,Jan,Fabric,800,15209,Residential
2011,Jan,Fabric,330,15210,Residential
2011,Jan,Fabric,1680,15211,Residential
2011,Jan,Fabric,2140,15212,Residential
2011,Jan,Fabric,960,15213,Residential
2011,Jan,Fabric,95,15214,Residential
2011,Jan,Fabric,1050,15215,Residential
2011,Jan,Fabric,2555,15216,Residential
2011,Jan,Fabric,2555,15217,Residential
2011,Jan,Fabric,146,15218,Residential
2011,Jan,Fabric,1650.2,15219,Residential
2011,Jan,Fabric,3011.8,15220,Residential
2011,Jan,Fabric,1166,15221,Residential
2011,Jan,Fabric,220,15222,Residential
2011,Jan,Fabric,2075,15223,Residential
2011,Jan,Fabric,3830,15224,Residential
2011,Jan,Fabric,2520,15225,Residential
2011,Jan,Fabric,2160,15226,Residential
2011,Jan,Fabric,240,15227,Residential
2011,Jan,Fabric,2130,15228,Residential
2011,Jan,Fabric,728,15229,Residential
2011,Jan,Fabric,686,15230,Residential
2011,Jan,Fabric,2254,15231,Residential
2011,Jan,Fabric,640,15232,Residential
2011,Jan,Fabric,264,15233,Residential
2011,Jan,Fabric,960,15234,Residential
2011,Jan,Fabric,1625,15235,Residential
2011,Jan,Fabric,-13172.75,15236,Residential
2011,Jan,Wallcovering,213,15237,Residential
2011,Jan,Wallcovering,484,15238,Residential
2011,Jan,Wallcovering,500,15239,Residential
2011,Jan,Wallcovering,94.05,15370,Residential
2011,Jan,Wallcovering,170,15408,Hospitality
2011,Jan,Wallcovering,496.8,15409,Hospitality
2011,Jan,Wallcovering,2460,15488,Hospitality
2011,Jan,Wallcovering,164,15489,Hospitality
2011,Jan,Wallcovering,-164,15490,Hospitality
2011,Jan,Wallcovering,615,15491,Hospitality
2011,Jan,Wallcovering,410,15492,Hospitality
2011,Jan,Wallcovering,1066,15493,Hospitality
2011,Jan,Wallcovering,-246,15494,Hospitality
2011,Jan,Wallcovering,855.99,15495,Hospitality
2011,Jan,Wallcovering,216,15500,Residential
2011,Jan,Wallcovering,-84,15501,Residential
2011,Jan,Wallcovering,350,15502,Residential
2011,Jan,Wallcovering,178.5,15503,Residential
2011,Jan,Wallcovering,294,15504,Residential
2011,Jan,Wallcovering,-98,15505,Residential
2011,Jan,Wallcovering,250,15506,Residential
2011,Jan,Wallcovering,260,15525,Hospitality
2011,Jan,Wallcovering,300,15526,Hospitality
2011,Jan,Wallcovering,-60,15527,Hospitality
2011,Jan,Wallcovering,550,15528,Hospitality
2011,Jan,Wallcovering,686,15557,Residential
2011,Jan,Wallcovering,180,15558,Residential
2011,Jan,Wallcovering,1184,15562,Residential
2011,Jan,Wallcovering,1600,15563,Residential
2011,Jan,Wallcovering,105,15574,Residential
2011,Jan,Wallcovering,105,15575,Residential
2011,Jan,Wallcovering,250,15576,Residential
2011,Jan,Wallcovering,-210,15577,Residential
2011,Jan,Fabric,2808,15594,Residential
2011,Jan,Fabric,744,15595,Residential
2011,Jan,Fabric,2340,15596,Residential
2011,Jan,Fabric,1560,15597,Residential
2011,Jan,Fabric,1595,15598,Residential
2011,Jan,Fabric,986,15599,Residential
2011,Jan,Fabric,1600,15600,Residential
