Sales_Code,Item_number,Product,Year_Ori,Month_Ori,Year,Month,Item_Type,Sales,Sector,Hotel,Residence,Property,Growth
938,AZ53042,Wallcovering,2014,Jul,2014,JUL,Material,960,Residential,,THE INFINITI,THE INFINITI,-1
938,AZ53042,Wallcovering,2014,Jun,2014,JUN,Material,720,Residential,,THE INTERLACE,THE INTERLACE,-100
938,AZ53042,Wallcovering,2015,Nov,2015,NOV,Material,472.5,Residential,,WATERFRONT ISLE,WATERFRONT ISLE,-55
760,AZ53042,Wallcovering,2016,Jul,2016,JUL,Material,475,Residential,,SUNNY LODGE,SUNNY LODGE,-45
737,AZ53042,Wallcovering,2016,Oct,2016,OCT,Material,425.25,Hospitality,The Claremont,,THE CLAREMONT,-10
713,AZ53042,Wallcovering,2016,Sep,2016,SEP,Material,57.93,Residential,,FORESTVILLE,FORESTVILLE,-82
763,AZ53042,Wallcovering,2016,Sep,2016,SEP,Material,408,Residential,,THE TOPIARY,THE TOPIARY,30
815,BW01 CHARCOAL,Carpet,2011,Jul,2011,JUL,Material,15155.2,Residential,,INTERNATIONAL PLAZA,INTERNATIONAL PLAZA,61
938,BW01 CHARCOAL,Carpet,2011,May,2011,MAY,Material,1560,Residential,,LATITUDE,LATITUDE,-51
721,BW01 CHARCOAL,Carpet,2012,Sep,2012,SEP,Material,3000,Hospitality,Marina Bay Sands Singapore,,MARINA BAY SANDS SINGAPORE,-3
815,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,1.28,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,12
939,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,1.28,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-52
815,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,153.72,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,52
939,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,153.72,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,82
815,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,543.145,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-60
939,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,543.145,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-29
815,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,660.355,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,100
939,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,660.355,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,28
815,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,863.18,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-60
815,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,1985.55,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-27
939,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,1985.55,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-82
815,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,1989.395,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,8
939,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,1989.395,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,1
815,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,2139.27,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,58
939,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,2139.27,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,0
815,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,2160.405,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-14
939,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,2160.405,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-16
815,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,2371.13,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-34
939,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,2371.13,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,26
815,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,2516.525,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,65
939,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,2516.525,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-85
815,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,2536.38,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-28
939,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,2536.38,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-75
815,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,2638.86,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-26
939,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,2638.86,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,46
815,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,2640.14,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-17
939,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,2640.14,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,40
815,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,2646.545,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-76
939,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,2646.545,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-6
815,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,2646.545,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,27
939,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,2646.545,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-28
815,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,2646.545,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,92
939,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,2646.545,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-35
815,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,2646.545,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-59
939,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,2646.545,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,20
815,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,2702.27,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-61
939,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,2702.27,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-49
815,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,2703.55,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,88
939,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,2703.55,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,26
815,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,2745.825,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-8
939,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,2745.825,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-89
815,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,2774.645,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,92
939,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,2774.645,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-53
815,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,2774.645,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-25
939,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,2774.645,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-98
815,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,2928.365,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-64
939,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,2928.365,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-49
815,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,2928.365,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-48
939,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,2928.365,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-34
815,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,2928.365,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,88
939,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,2928.365,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-11
815,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,3035.33,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-19
939,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,3035.33,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,98
815,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,3215.95,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,91
939,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,3215.95,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,96
815,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,3351.095,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-94
939,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,3351.095,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,21
815,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,3495.85,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-81
939,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,3495.85,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,98
815,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,3495.85,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-88
939,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,3495.85,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,56
815,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,4348.355,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,60
939,BW01 CHARCOAL,Carpet,2013,May,2013,MAY,Material,4348.355,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-5
805,BW01 CHARCOAL,Carpet,2014,Oct,2014,OCT,Material,363,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,42
805,BW01 CHARCOAL,Carpet,2014,Oct,2014,OCT,Material,556.6,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,93
805,BW01 CHARCOAL,Carpet,2014,Oct,2014,OCT,Material,556.6,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,46
805,BW01 CHARCOAL,Carpet,2014,Oct,2014,OCT,Material,617.1,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,5
805,BW01 CHARCOAL,Carpet,2014,Oct,2014,OCT,Material,822.8,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,24
805,BW01 CHARCOAL,Carpet,2014,Oct,2014,OCT,Material,822.8,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,-24
805,BW01 CHARCOAL,Carpet,2014,Oct,2014,OCT,Material,822.8,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,24
805,BW01 CHARCOAL,Carpet,2014,Oct,2014,OCT,Material,847,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,-48
805,BW01 CHARCOAL,Carpet,2014,Oct,2014,OCT,Material,859.1,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,-26
805,BW01 CHARCOAL,Carpet,2014,Oct,2014,OCT,Material,859.1,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,-97
805,BW01 CHARCOAL,Carpet,2014,Oct,2014,OCT,Material,859.1,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,88
805,BW01 CHARCOAL,Carpet,2014,Oct,2014,OCT,Material,859.1,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,41
805,BW01 CHARCOAL,Carpet,2014,Oct,2014,OCT,Material,859.1,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,36
805,BW01 CHARCOAL,Carpet,2014,Oct,2014,OCT,Material,859.1,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,71
805,BW01 CHARCOAL,Carpet,2014,Oct,2014,OCT,Material,859.1,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,64
805,BW01 CHARCOAL,Carpet,2014,Oct,2014,OCT,Material,859.1,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,13
805,BW01 CHARCOAL,Carpet,2014,Oct,2014,OCT,Material,859.1,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,31
805,BW01 CHARCOAL,Carpet,2014,Oct,2014,OCT,Material,859.1,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,-95
805,BW01 CHARCOAL,Carpet,2014,Oct,2014,OCT,Material,859.1,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,-65
805,BW01 CHARCOAL,Carpet,2014,Oct,2014,OCT,Material,1064.8,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,-63
805,BW01 CHARCOAL,Carpet,2014,Oct,2014,OCT,Material,1113.2,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,88
805,BW01 CHARCOAL,Carpet,2014,Oct,2014,OCT,Material,1210,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,26
805,BW01 CHARCOAL,Carpet,2014,Oct,2014,OCT,Material,1452,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,-71
805,BW01 CHARCOAL,Carpet,2014,Oct,2014,OCT,Material,2492.6,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,13
805,BW01 CHARCOAL,Carpet,2014,Oct,2014,OCT,Material,4114,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,95
805,BW01 CHARCOAL,Carpet,2014,Oct,2014,OCT,Material,4114,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,-92
805,BW01 CHARCOAL,Carpet,2014,Oct,2014,OCT,Material,4174.5,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,-55
805,BW01 CHARCOAL,Carpet,2014,Oct,2014,OCT,Material,4174.5,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,-37
805,BW01 CHARCOAL,Carpet,2014,Oct,2014,OCT,Material,4174.5,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,-47
805,BW01 CHARCOAL,Carpet,2014,Oct,2014,OCT,Material,4174.5,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,-11
805,BW01 CHARCOAL,Carpet,2014,Oct,2014,OCT,Material,4174.5,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,62
805,BW01 CHARCOAL,Carpet,2014,Oct,2014,OCT,Material,4840,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,56
805,BW01 CHARCOAL,Carpet,2015,Aug,2015,AUG,Material,52129,Hospitality,"Four Points by Sheraton Singapore, Riverview",,"FOUR POINTS BY SHERATON SINGAPORE, RIVERVIEW",-68
805,BW01 CHARCOAL,Carpet,2015,Dec,2015,DEC,Material,1056.12,Hospitality,"Four Points by Sheraton Singapore, Riverview",,"FOUR POINTS BY SHERATON SINGAPORE, RIVERVIEW",-99
939,BW01 CHARCOAL,Carpet,2015,Dec,2015,DEC,Material,598.42,Residential,,ESTE VILLA,ESTE VILLA,52
805,BW01 CHARCOAL,Carpet,2015,Nov,2015,NOV,Material,12673.44,Hospitality,"Four Points by Sheraton Singapore, Riverview",,"FOUR POINTS BY SHERATON SINGAPORE, RIVERVIEW",83
805,BW01 CHARCOAL,Carpet,2015,Sep,2015,SEP,Material,1590,Hospitality,"Four Points by Sheraton Singapore, Riverview",,"FOUR POINTS BY SHERATON SINGAPORE, RIVERVIEW",-79
805,BW01 CHARCOAL,Carpet,2015,Sep,2015,SEP,Material,4224.48,Hospitality,"Four Points by Sheraton Singapore, Riverview",,"FOUR POINTS BY SHERATON SINGAPORE, RIVERVIEW",-28
805,BW01 CHARCOAL,Carpet,2015,Sep,2015,SEP,Material,42190.64,Hospitality,"Four Points by Sheraton Singapore, Riverview",,"FOUR POINTS BY SHERATON SINGAPORE, RIVERVIEW",51
805,BW01 CHARCOAL,Carpet,2016,Feb,2016,FEB,Material,38453.6,Hospitality,"Four Points by Sheraton Singapore, Riverview",,"FOUR POINTS BY SHERATON SINGAPORE, RIVERVIEW",47
805,BW01 CHARCOAL,Carpet,2016,Jun,2016,JUN,Material,82563,Hospitality,"Four Points by Sheraton Singapore, Riverview",,"FOUR POINTS BY SHERATON SINGAPORE, RIVERVIEW",14
805,BW01 CHARCOAL,Carpet,2016,May,2016,MAY,Material,11590.24,Hospitality,"Four Points by Sheraton Singapore, Riverview",,"FOUR POINTS BY SHERATON SINGAPORE, RIVERVIEW",-96
805,BW01 CHARCOAL,Carpet,2016,May,2016,MAY,Material,17994.66,Hospitality,"Four Points by Sheraton Singapore, Riverview",,"FOUR POINTS BY SHERATON SINGAPORE, RIVERVIEW",57
805,BW01 CHARCOAL,Carpet,2016,Sep,2016,SEP,Material,11793.34,Hospitality,"Four Points by Sheraton Singapore, Riverview",,"FOUR POINTS BY SHERATON SINGAPORE, RIVERVIEW",61
815,BW02 CHOCOLATE,Carpet,2011,Feb,2011,FEB,Material,1085,Hospitality,York Hotel,,YORK HOTEL,58
815,BW02 CHOCOLATE,Carpet,2011,Feb,2011,FEB,Material,1085,Hospitality,York Hotel,,YORK HOTEL,13
805,BW02 CHOCOLATE,Carpet,2011,Oct,2011,OCT,Material,378.81,Hospitality,Village Hotel Changi,,VILLAGE HOTEL CHANGI,11
815,BW02 CHOCOLATE,Carpet,2011,Oct,2011,OCT,Material,15372,Residential,,INTERNATIONAL PLAZA,INTERNATIONAL PLAZA,-68
805,BW02 CHOCOLATE,Carpet,2014,Dec,2014,DEC,Material,2.45,Hospitality,"Shangri-La's Rasa Sentosa Resort & Spa, Singapore",,"SHANGRI-LA'S RASA SENTOSA RESORT & SPA, SINGAPORE",-68
805,BW02 CHOCOLATE,Carpet,2014,Dec,2014,DEC,Material,1471.32,Hospitality,"Shangri-La's Rasa Sentosa Resort & Spa, Singapore",,"SHANGRI-LA'S RASA SENTOSA RESORT & SPA, SINGAPORE",20
805,BW02 CHOCOLATE,Carpet,2014,Dec,2014,DEC,Material,1471.32,Hospitality,"Shangri-La's Rasa Sentosa Resort & Spa, Singapore",,"SHANGRI-LA'S RASA SENTOSA RESORT & SPA, SINGAPORE",7
805,BW02 CHOCOLATE,Carpet,2014,Dec,2014,DEC,Material,2967.16,Hospitality,"Shangri-La's Rasa Sentosa Resort & Spa, Singapore",,"SHANGRI-LA'S RASA SENTOSA RESORT & SPA, SINGAPORE",91
805,BW02 CHOCOLATE,Carpet,2014,Dec,2014,DEC,Material,7489.02,Hospitality,"Shangri-La's Rasa Sentosa Resort & Spa, Singapore",,"SHANGRI-LA'S RASA SENTOSA RESORT & SPA, SINGAPORE",82
805,BW02 CHOCOLATE,Carpet,2014,Jul,2014,JUL,Material,3000.48,Hospitality,Royal Plaza,,ROYAL PLAZA,-100
939,BW02 CHOCOLATE,Carpet,2015,Dec,2015,DEC,Material,1568.26,Residential,,ESTE VILLA,ESTE VILLA,-72
705,BW02 CHOCOLATE,Carpet,2016,Jun,2016,JUN,Material,609,Residential,,THE RED HOUSE,THE RED HOUSE,25
940,BW03 CEMENT,Carpet,2011,Aug,2011,AUG,Material,17979.04,Residential,,THE SAIL @ MARINA BAY,THE SAIL @ MARINA BAY,-33
992,BW03 CEMENT,Carpet,2011,Jan,2011,JAN,Material,1575,Residential,,RIVERGATE,RIVERGATE,53
705,BW03 CEMENT,Carpet,2011,Sep,2011,SEP,Material,3.13,Residential,,CITY PLAZA,CITY PLAZA,-45
705,BW03 CEMENT,Carpet,2011,Sep,2011,SEP,Material,5787.37,Residential,,CITY PLAZA,CITY PLAZA,36
992,BW03 CEMENT,Carpet,2012,Jun,2012,JUN,Material,405,Hospitality,Novotel Singapore Clarke Quay,,NOVOTEL SINGAPORE CLARKE QUAY,72
721,BW03 CEMENT,Carpet,2012,Oct,2012,OCT,Material,1100,Hospitality,Marina Bay Sands Singapore,,MARINA BAY SANDS SINGAPORE,6
940,BW03 CEMENT,Carpet,2013,Mar,2013,MAR,Material,3120,Hospitality,Copthorne King Hotel Singapore,,COPTHORNE KING HOTEL SINGAPORE,-63
805,BW03 CEMENT,Carpet,2014,Dec,2014,DEC,Material,8.04,Hospitality,"Shangri-La's Rasa Sentosa Resort & Spa, Singapore",,"SHANGRI-LA'S RASA SENTOSA RESORT & SPA, SINGAPORE",-28
805,BW03 CEMENT,Carpet,2014,Dec,2014,DEC,Material,5244.76,Hospitality,"Shangri-La's Rasa Sentosa Resort & Spa, Singapore",,"SHANGRI-LA'S RASA SENTOSA RESORT & SPA, SINGAPORE",-3
805,BW03 CEMENT,Carpet,2014,Dec,2014,DEC,Material,8147.2,Hospitality,"Shangri-La's Rasa Sentosa Resort & Spa, Singapore",,"SHANGRI-LA'S RASA SENTOSA RESORT & SPA, SINGAPORE",-30
758,BW03 CEMENT,Carpet,2016,Oct,2016,OCT,Material,685.6,Residential,,ROBIN RESIDENCES,ROBIN RESIDENCES,-77
814,BW05 LAGOON,Carpet,2011,Apr,2011,APR,Material,14.4,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-69
814,BW05 LAGOON,Carpet,2011,Apr,2011,APR,Material,162,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,20
814,BW05 LAGOON,Carpet,2011,Apr,2011,APR,Material,288,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,74
814,BW05 LAGOON,Carpet,2011,Apr,2011,APR,Material,288,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-7
814,BW05 LAGOON,Carpet,2011,Apr,2011,APR,Material,288,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-22
814,BW05 LAGOON,Carpet,2011,Apr,2011,APR,Material,288,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,10
814,BW05 LAGOON,Carpet,2011,Apr,2011,APR,Material,288,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-77
814,BW05 LAGOON,Carpet,2011,Apr,2011,APR,Material,288,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,3
814,BW05 LAGOON,Carpet,2011,Apr,2011,APR,Material,378,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,9
814,BW05 LAGOON,Carpet,2011,Apr,2011,APR,Material,378,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-44
814,BW05 LAGOON,Carpet,2011,Apr,2011,APR,Material,378,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-5
814,BW05 LAGOON,Carpet,2011,Apr,2011,APR,Material,378,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,73
814,BW05 LAGOON,Carpet,2011,Apr,2011,APR,Material,378,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-95
814,BW05 LAGOON,Carpet,2011,Apr,2011,APR,Material,378,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-8
814,BW05 LAGOON,Carpet,2011,Apr,2011,APR,Material,378,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-66
814,BW05 LAGOON,Carpet,2011,Apr,2011,APR,Material,378,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-16
814,BW05 LAGOON,Carpet,2011,Apr,2011,APR,Material,378,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-1
814,BW05 LAGOON,Carpet,2011,Apr,2011,APR,Material,378,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-64
814,BW05 LAGOON,Carpet,2011,Apr,2011,APR,Material,378,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-30
814,BW05 LAGOON,Carpet,2011,Apr,2011,APR,Material,378,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-5
814,BW05 LAGOON,Carpet,2011,Apr,2011,APR,Material,378,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,-67
814,BW05 LAGOON,Carpet,2011,Apr,2011,APR,Material,378,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,16
814,BW05 LAGOON,Carpet,2011,Apr,2011,APR,Material,378,Hospitality,Holiday Inn Singapore Atrium,,HOLIDAY INN SINGAPORE ATRIUM,51
