project_name,developer,street_name,existing,latitude,longitude
THE SPRINGBLOOM,,,N,1.352083,103.819836
DONG XING COURT,,,N,1.312612,103.929412
THE MEDLEY,,,N,1.352083,103.819836
WESTCOVE CONDOMINIUM,,,N,1.352083,103.819836
REGENT HEIGHTS,,,N,1.352083,103.819836
ESTERINA,,,N,1.352083,103.819836
THE VENUE RESIDENCES,Crescent View Developments Pte Ltd,Tai Thong Crescent,N,1.352083,103.819836
HALLMARK RESIDENCES,,,N,1.352083,103.819836
PARK WEST,,,N,1.317377,103.759679
LAKEVIEW ESTATE,,,N,1.348704,103.83485
KEW GREEN,,,N,1.318647,103.949872
SIMS RESIDENCES,,,N,1.316056,103.890896
CENTRA SUITES,,,N,1.352083,103.819836
SUNFLOWER REGENCY,,,N,1.352083,103.819836
28 RC SUITES,Sysma Properties Pte Ltd,Race Course Lane,N,1.352083,103.819836
VENTURA VIEW,,,N,1.352083,103.819836
8M RESIDENCES,Gcap Properties Pte Ltd,Margate Road,N,1.299179,103.888673
PANDAN VALLEY,,,N,1.319483,103.778182
SINGA HILLS,Ecco Development Pte Ltd,Jalan Singa,N,1.352083,103.819836
GLORIA MANSION,,,N,1.286548,103.780003
REGAL 35,,,N,1.315411,103.88842
GUILIN VIEW,,,N,1.352083,103.819836
EAST GROVE,,,N,1.313306,103.783781
EUNOSVILLE,,,N,1.352083,103.819836
REGENTVILLE,,,N,1.352083,103.819836
D'NEST,,,N,1.352083,103.819836
CHAPEL COURT,,,N,1.305445,103.907289
STARS OF KOVAN,Kovan Treasure Pte Ltd,Upper Serangoon Road,N,1.352083,103.819836
THE POIZ RESIDENCES,MCC Land (Potong Pasir) Pte Ltd,Meyappa Chettiar Road,N,1.352083,103.819836
KINGSFORD . HILLVIEW PEAK,Kingsford Development Pte Ltd,Hillview Rise,N,1.352083,103.819836
MON JERVOIS,Singland Development (Jervois) Pte Ltd,Jervois Road,N,1.352083,103.819836
THE TEMBUSU,Winsmart Investment Pte Ltd,Tampines Road,N,1.304562,103.899042
HIGHLINE RESIDENCES,Harvestland Development Pte Ltd,Kim Tian Road,N,1.352083,103.819836
PRINCIPAL GARDEN,Secure Venture Development (Alexandra) Pte Ltd,Prince Charles Crescent,N,1.352083,103.819836
SPOTTISWOODE SUITES,Spottiswoode Development Pte Ltd,Spottiswoode Park Road,N,1.352083,103.819836
SKYSUITES@ANSON,,,N,1.27455,103.844674
THE RISE @ OXLEY 0 RESIDENCES,,,N,1.352083,103.819836
TREASURES@G6,Treasures 6 Pte Ltd,Lorong 6 Geylang,N,1.352083,103.819836
STRAITS MANSIONS,Roxy Capital Pte Ltd,Sea Avenue,N,1.285112,103.829279
CITY LOFT,,,N,1.352083,103.819836
STURDEE RESIDENCES,SL Capital (1) Pte Ltd,Beatty Road,N,1.352083,103.819836
THE SOLITAIRE,,,N,1.352083,103.819836
EMERALD GARDEN,,,N,1.302076,103.838516
UNIT 8,,,N,1.435425,103.804863
8 @ MOUNT SOPHIA,,,N,1.301041,103.845815
CEYLON CREST,,,N,1.308594,103.900655
THOMSON EURO0ASIA,,,N,1.352083,103.819836
CAVENAGH COURT,,,N,1.308289,103.842376
THE TANAMERA,,,N,1.332566,103.942134
ADANA @ THOMSON,Fortune Properties Pte Ltd,Old Upper Thomson Road,N,1.352083,103.819836
THOMSON IMPRESSIONS,NS Property (Thomson) Pte Ltd,Lorong Puntong,N,1.352083,103.819836
THE LINE @ TANJONG RHU,Lakeview Investments Pte Ltd,Tanjong Rhu Road,N,1.352083,103.819836
TRE RESIDENCES,SL-GV-MCC Pte Ltd,Geylang East Avenue 1,N,1.308465,103.82673
SKY VUE,Allamanda Residential Development Pte Ltd,Bishan Street 15,N,1.352083,103.819836
FLORENCE REGENCY,,,N,1.352083,103.819836
BANYAN CONDOMINIUM,,,N,1.352083,103.819836
HILLION RESIDENCES,Sim Lian JV (BP Retail) Pte Ltd/Sim Lian JV (BP) Pte Ltd,Jelebu Road,N,1.352083,103.819836
REGENCY LODGE,,,N,1.352083,103.819836
TAMPINES COURT,,,N,1.368496,103.910044
THE NASSIM,,,N,1.311655,103.821796
RITZ REGENCY,,,N,1.352083,103.819836
SHERWOOD TOWER,,,N,1.339455,103.778918
PARKVIEW ECLAT,,,N,1.352083,103.819836
THE LAKEFRONT RESIDENCES,,,N,1.352083,103.819836
RESIDENCES 88,,,N,1.317829,103.832478
PARBURY HILL CONDOMINIUM,,,N,1.352083,103.819836
THE BELLEFORTE,,,N,1.352083,103.819836
BOTANIC GARDENS VIEW,,,N,1.352083,103.819836
VISIONCREST,,,N,1.352083,103.819836
THE PRINCETON,,,N,1.352083,103.819836
RIA APARTMENTS,,,N,1.276528,103.792592
PASIR PANJANG LODGE,,,N,1.352083,103.819836
WILKIE STUDIO,,,N,1.352083,103.819836
THE TATE RESIDENCES,,,N,1.352083,103.819836
LEEDON 2,,,N,1.31276,103.796622
KISMIS VIEW,,,N,1.337365,103.768293
D'WEAVE,,,N,1.352083,103.819836
THE MILTONIA RESIDENCES,,,N,1.352083,103.819836
TRILIGHT,,,N,1.352083,103.819836
THE CREEK @ BUKIT,Chiu Teng @ Bukit Timah Pte Ltd,Toh Tuck Road,N,1.34779,103.775039
TREVOSE PARK,,,N,1.326136,103.824011
PALM LOFT,,,N,1.352083,103.819836
PEIRCE VIEW,,,N,1.305212,103.807426
THE SILVERTON,,,N,1.352083,103.819836
THE SERENNIA,,,N,1.352083,103.819836
AIRSTREAM,,,N,1.352083,103.819836
THE PIER AT ROBERTSON,,,N,1.352083,103.819836
GEMINI APARTMENTS,,,N,1.317188,103.925192
RIVERSAILS,Benefit Investments Pte Ltd,Upper Serangoon Crescent,N,1.378335,103.902197
APLETON VIEW,,,N,1.352083,103.819836
THE BELMONT,,,N,1.312816,103.798893
THOMSON VIEW CONDOMINIUM,,,N,1.352083,103.819836
76 SHENTON,,,N,1.273445,103.845595
MARINE BLUE,Ladyhill Pte Ltd,Marine Parade Road,N,1.352083,103.819836
THE HILLIER,Transurban Properties Pte Ltd,Hillview Rise,N,1.352083,103.819836
SUITES TWENTY0TWO,,,N,1.352083,103.819836
THE ASANA,Aurum Land Pte Ltd,Queen's Road,N,1.352083,103.819836
HERTFORD MANSION,,,N,1.352083,103.819836
KATONG REGENCY,UOL Property Investments Pte Ltd/UOL Residential Development Pte Ltd,Tanjong Katong Road,N,1.352083,103.819836
LE LOYANG,,,N,1.352083,103.819836
ESCADA VIEW,,,N,1.328933,103.913394
SIMS GREEN,,,N,1.315977,103.887254
YISHUN SAPPHIRE,,,N,1.440037,103.831711
CUSCADEN RESIDENCES,,,N,1.352083,103.819836
REGENT PARK,,,N,1.352083,103.819836
HARVEST MANSIONS,,,N,1.352083,103.819836
BEACON HEIGHTS,,,N,1.352083,103.819836
LUSH ON HOLLAND HILL,,,N,1.310162,103.801655
AMBER PARK,,,N,1.300033,103.900091
ONE OXLEY RISE,,,N,1.299095,103.841614
FLORAVILLE,Oxley YCK Pte Ltd,Cactus Road,N,1.352083,103.819836
ENG HOON MANSIONS,,,N,1.352083,103.819836
HILLS TWOONE,Macly RL Pte Ltd,Hillview Terrace,N,1.352083,103.819836
ARDMORE THREE,,,N,1.308378,103.828571
NOVA 48,,,N,1.352083,103.819836
SUITES@CHANGI,,,N,1.317442,103.904579
VISTA PARK,,,N,1.277721,103.850878
SUITES @ TOPAZ,,,N,1.352083,103.819836
FORT GARDENS,,,N,1.294887,103.885243
QUEENSWAY TOWER,,,N,1.352083,103.819836
FULCRUM,CEL-Fort Pte Ltd,Fort Road,N,1.352083,103.819836
THE MINT RESIDENCES,,,N,1.352083,103.819836
CASHEW HEIGHTS CONDOMINIUM,,,N,1.352083,103.819836
SHEARES VILLE,,,N,1.352083,103.819836
H RESIDENCES,,,N,1.317829,103.832478
EIS RESIDENCES,,,N,1.352083,103.819836
THE ELEGANCE @ CHANGI,,,N,1.34501,103.983209
PALM GALLERIA,,,N,1.352083,103.819836
THE ASTON,,,N,1.296004,103.829913
METRO LOFT,Channel Residences Pte Ltd,Lorong 27 Geylang,N,1.352083,103.819836
CUBIK,,,N,1.352083,103.819836
GRAND DUCHESS AT ST PATRICK'S,,,Y,1.352083,103.819836
CARISSA PARK CONDOMINIUM,,,Y,1.352083,103.819836
PARK INFINIA AT WEE NAM,,,Y,1.352083,103.819836
THE QUAYSIDE,,,Y,1.352083,103.819836
THE SEA VIEW,,,Y,1.300277,103.896426
FAIRMOUNT CONDOMINIUM,,,Y,1.352083,103.819836
THE CASCADIA,,,Y,1.352083,103.819836
FERRELL RESIDENCES,,,Y,1.317829,103.832478
SCOTTS SQUARE,,,Y,1.309786,103.834252
OASIS @ ELIAS,,,Y,1.352083,103.819836
CLIVEDEN AT GRANGE,,,Y,1.299365,103.826799
FOUR SEASONS PARK,,,Y,1.352083,103.819836
CRYSTAL RHU,,,Y,1.352083,103.819836
LAGUNA GREEN,,,Y,1.312615,103.934488
THE LAURELS,,,Y,1.325767,103.791429
GRANGE RESIDENCES,,,Y,1.299839,103.824766
CAVENDISH PARK,,,Y,1.352083,103.819836
CASA CAIRNHILL,,,Y,1.352083,103.819836
THE CLAYMORE,,,Y,1.307809,103.829943
SILVERSEA,,,Y,1.299577,103.902284
THE LEVELZ,,,Y,1.352083,103.819836
CASA CAMBIO,,,Y,1.352083,103.819836
HOLLAND RESIDENCES,,,Y,1.352083,103.819836
WATERFRONT ISLE,FCL Peak Pte Ltd,Bedok Reservoir Road,Y,1.337133,103.9317
ROBERTSON BLUE,,,Y,1.352083,103.819836
KATONG GARDENS,,,Y,1.299473,103.897782
HOLLAND PEAK,,,Y,1.308954,103.801235
OASIS GARDEN,,,Y,1.343667,103.734626
LOYANG VALLEY,,,Y,1.352083,103.819836
THE WARREN,,,Y,1.352083,103.819836
THE PEAK@BALMEG,,,Y,1.283145,103.783339
HILLVISTA,,,Y,1.352083,103.819836
ST REGIS RESIDENCES SINGAPORE,,,Y,1.355379,103.867744
1 MOULMEIN RISE,,,Y,1.319188,103.847179
BUKIT REGENCY,,,Y,1.346855,103.770902
ROSEWOOD SUITES,,,Y,1.352083,103.819836
SKY@ELEVEN,,,Y,1.301013,103.853079
CITY PLAZA,,,Y,1.315189,103.893318
ROCHELLE AT NEWTON,,,Y,1.307552,103.840377
THE CALROSE,,,Y,1.382283,103.836169
SIGNATURE AT LEWIS,,,Y,1.352083,103.819836
THE CHUAN,,,Y,1.353956,103.864227
PALMERA EAST,,,Y,1.352083,103.819836
VOLARI,,,Y,1.352083,103.819836
CHANCERY COURT,,,Y,1.319894,103.837951
IRESIDENCES,,,Y,1.317829,103.832478
ORCHARD SCOTTS,,,Y,1.307145,103.832791
GALLERY 8,,,Y,1.280285,103.856454
BREEZE BY THE EAST,,,Y,1.352083,103.819836
THE LUCENT,,,Y,1.352083,103.819836
SERENITY PARK,,,Y,1.390495,103.859934
NV RESIDENCES,,,Y,1.352083,103.819836
THE INFINITI,,,Y,1.32056,103.754647
THE SUITES AT CENTRAL,,,Y,1.352083,103.819836
ASCENTIA SKY,,,Y,1.352083,103.819836
JARDIN,,,Y,1.31384,103.815914
BARTLEY RESIDENCES,,,Y,1.352083,103.819836
THE LOFT,,,Y,1.311242,103.910223
CENTENNIA SUITES,,,Y,1.293047,103.833566
NEWTON EDGE,,,Y,1.311015,103.880783
THE REGALIA,,,Y,1.295231,103.83687
PARC VERA,,,Y,1.352083,103.819836
THE TRIZON,,,Y,1.352083,103.819836
DUNEARN SUITES,,,Y,1.352083,103.819836
THE EQUATORIAL,,,Y,1.298177,103.888222
PARKSHORE,,,Y,1.352083,103.819836
SOUTHAVEN II,,,Y,1.345825,103.773303
SUITES @ PAYA LEBAR,,,Y,1.307786,103.895483
THE BAYSHORE,,,Y,1.312183,103.93931
IDYLLIC RESIDENCES,,,Y,1.352083,103.819836
POSHGROVE EAST,,,Y,1.352083,103.819836
OCEAN PARK,,,Y,1.247272,103.845011
NORTHWOOD,,,Y,1.352083,103.819836
FORTE SUITES,Forte Development Pte Ltd,Mergui Road,Y,1.352083,103.819836
FORESQUE RESIDENCES,,,Y,1.352083,103.819836
CASAFINA,,,Y,1.31657,103.933343
GRANDE VISTA,,,Y,1.355294,103.94191
INTERNATIONAL PLAZA,,,Y,1.2757,103.84581
Q BAY RESIDENCES,Quarry Bay Pte Ltd,Tampines Street 86,Y,1.352083,103.819836
CHUAN PARK,,,Y,1.353956,103.864227
ONE SHENTON,,,Y,1.279245,103.851064
MEIER SUITES,,,Y,1.298811,103.888191
THE AMERY,,,Y,1.352083,103.819836
OPTIMA @ TANAH MERAH,,,Y,1.352083,103.819836
MARINA BAY RESIDENCES,,,Y,1.280773,103.852724
ADRIA,,,Y,1.352083,103.819836
FREESIA WOODS,,,Y,1.323948,103.767248
ONE LEICESTER,,,Y,1.329771,103.867652
TREE HOUSE,,,Y,1.352083,103.819836
SPOTTISWOODE RESIDENCES,,,Y,1.275416,103.83764
YEWTEE RESIDENCES,,,Y,1.352083,103.819836
ESPA,,,Y,1.352083,103.819836
LAGUNA PARK,,,Y,1.309585,103.929542
CHINATOWN PLAZA,,,Y,1.352083,103.819836
THE CLIFT,,,Y,1.279594,103.847335
CHIVERTON,,,Y,1.352083,103.819836
VISTA RESIDENCES,,,Y,1.352083,103.819836
LUCKY PLAZA,,,Y,1.304565,103.83393
VILLA MARINA,,,Y,1.352083,103.819836
HARBOURLIGHTS,,,Y,1.352083,103.819836
GROSVENOR VIEW,,,Y,1.327656,103.912131
NEWTON 18,,,Y,1.314683,103.841239
NEWTON SUITES,,,Y,1.303808,103.838337
WOODSVILLE 28,,,Y,1.33038,103.868128
NIN RESIDENCE,Qingjian Realty (Serangoon) Pte Ltd,Pheng Geck Avenue,Y,1.352083,103.819836
SENNETT RESIDENCE,Clerodendrum Land Pte Ltd,Pheng Geck Avenue,Y,1.352083,103.819836
HAIG COURT,,,Y,1.30946,103.897723
THE QUARTZ,,,Y,1.352083,103.819836
THE BOUTIQ,,,Y,1.352083,103.819836
RESIDENCES @ EVELYN,,,Y,1.352083,103.819836
SUNVILLE,,,Y,1.352083,103.819836
COUNTRY GRANDEUR,,,Y,1.373772,103.940413
EON SHENTON,70 Shenton Pte Ltd,Shenton Way,Y,1.352083,103.819836
ELIZABETH HEIGHTS,,,Y,1.360677,103.762962
HAZEL PARK CONDOMINIUM,,,Y,1.352083,103.819836
SUNHAVEN,,,Y,1.347761,103.962864
GARDENVILLE,,,Y,1.352083,103.819836
CASUARINA COVE,,,Y,1.375001,103.828087
BUTTERWORTH 8,,,Y,1.312019,103.895453
THE MERASAGA,,,Y,1.352083,103.819836
SIMS DORADO,,,Y,1.352083,103.819836
CYAN,,,Y,1.318146,103.830463
IMPERIAL HEIGHTS,,,Y,1.352083,103.819836
THE VERMONT ON CAIRNHILL,,,Y,1.352083,103.819836
SUITES AT ORCHARD,,,Y,1.304843,103.831824
AMBER POINT,,,Y,1.298839,103.898494
ECOVILLE,,,Y,1.352083,103.819836
MEYER RESIDENCE,,,Y,1.352083,103.819836
ONE FORT,,,Y,1.300196,103.885147
HILLVIEW HEIGHTS,,,Y,1.359532,103.763823
SUNGLADE,,,Y,1.352083,103.819836
TANJONG RIA CONDOMINIUM,,,Y,1.352083,103.819836
CASABELLA,,,Y,1.352083,103.819836
THE INFLORA,Tripartite Developers Pte Ltd,Flora Drive,Y,1.352083,103.819836
AMARYLLIS VILLE,,,Y,1.352083,103.819836
THE BELVEDERE,,,Y,1.297297,103.887539
THOMSON PLAZA,,,Y,1.327496,103.841345
SHELFORD SUITES,,,Y,1.352083,103.819836
HOLT RESIDENCES,,,Y,1.352083,103.819836
THE LINCOLN MODERN,,,Y,1.352083,103.819836
PARC EMILY,,,Y,1.304574,103.84735
8 RODYK,,,Y,1.29059,103.837978
BEVERLY HILL,,,Y,1.352083,103.819836
RIVAGE,,,Y,1.352083,103.819836
CAIRNHILL CREST,,,Y,1.306578,103.837381
MIRO,,,Y,1.313823,103.842633
FERNWOOD TOWERS,,,Y,1.352083,103.819836
AMARANDA GARDENS,,,Y,1.352083,103.819836
THE TRUMPS,,,Y,1.352083,103.819836
DRAYCOTT EIGHT,,,Y,1.308983,103.830434
BALESTIER POINT,,,Y,1.323004,103.852305
VACANZA @ EAST,,,Y,1.352083,103.819836
DALVEY COURT,,,Y,1.314721,103.822772
SEVEN PALMS SENTOSA COVE,,,Y,1.244819,103.841058
THE BLOSSOMVALE,,,Y,1.352083,103.819836
THE SPECTRUM,,,Y,1.352083,103.819836
PAPILLON,,,Y,1.352083,103.819836
PALM SPRING,,,Y,1.352083,103.819836
VERDURE,,,Y,1.352083,103.819836
CUBE 8,,,Y,1.316152,103.755598
THE LINEAR,,,Y,1.375426,103.76286
RV EDGE,,,Y,1.352083,103.819836
NOVENA REGENCY,,,Y,1.294473,103.821964
TIERRA VUE,,,Y,1.352083,103.819836
TERRENE AT BUKIT TIMAH,,,Y,1.329411,103.802078
HOLLAND MEWS,,,Y,1.313005,103.797956
VILLAGE TOWER,,,Y,1.315014,103.777866
WHITEHAVEN,RL West Pte Ltd,Pasir Panjang Road,Y,1.352083,103.819836
CONCOURSE SKYLINE,,,Y,1.352083,103.819836
FLYNN PARK,,,Y,1.352083,103.819836
DUNMAN VIEW,,,Y,1.352083,103.819836
THREE THREE ROBIN,,,Y,1.318658,103.828516
ORANGE GROVE RESIDENCES,,,Y,1.308465,103.82673
OLA RESIDENCES,,,Y,1.352083,103.819836
TANGLIN VIEW,,,Y,1.291914,103.817885
THE REGENCY AT TIONG BAHRU,,,Y,1.352083,103.819836
THE PLAZA,,,Y,1.304565,103.83393
TWIN REGENCY,,,Y,1.284842,103.828487
HUME PARK I,,,Y,1.35704,103.767339
THE VUE,,,Y,1.303331,103.828986
VERTIS,,,Y,1.352083,103.819836
VIVA,,,Y,1.352083,103.819836
THE SIENA,Far East SOHO Pte Ltd,Tan Kim Cheng Road,Y,1.352083,103.819836
THE BENCOOLEN,,,Y,1.301978,103.853386
THE TREVOSE,,,Y,1.326136,103.824011
THOMSON GROVE,,,Y,1.383996,103.83583
GLENTREES,,,Y,1.352083,103.819836
THE WINDSOR,,,Y,1.357389,103.825686
LINCOLN SUITES,,,Y,1.352083,103.819836
PARC IMPERIAL,,,Y,1.352083,103.819836
THOMSON 800,,,Y,1.340534,103.837091
THE ATRIA AT MEYER,,,Y,1.352083,103.819836
AURALIS,,,Y,1.352083,103.819836
D'OASIA,,,Y,1.352083,103.819836
FOOK HAI BUILDING,,,Y,1.352083,103.819836
ST MICHAEL REGENCY,,,Y,1.352083,103.819836
CENTRAL GREEN CONDOMINIUM,,,Y,1.284572,103.827688
BEAUTY WORLD CENTRE,,,Y,1.352083,103.819836
LANDRIDGE CONDOMINIUM,,,Y,1.352083,103.819836
AVILA GARDENS,,,Y,1.360036,103.964913
MOUNT SOPHIA SUITES,,,Y,1.352083,103.819836
BALMORAL HILLS,,,Y,1.352083,103.819836
EASTWOOD REGENCY,,,Y,1.352083,103.819836
JADE MANSION,,,Y,1.352083,103.819836
HILLVIEW PARK,,,Y,1.359532,103.763823
THE BOTANIC ON LLOYD,,,Y,1.352083,103.819836
21 RICHARDS,,,Y,1.361852,103.881691
URBANA,,,Y,1.352083,103.819836
BLISS LOFT,,,Y,1.352083,103.819836
PALMWOODS,,,Y,1.352083,103.819836
THE CLEARWATER,,,Y,1.338118,103.933958
EASTERN LAGOON,,,Y,1.312786,103.933853
PARC ELEGANCE,,,Y,1.352083,103.819836
LAKESIDE APARTMENTS,,,Y,1.336006,103.725663
LEONIE PARC VIEW,,,Y,1.352083,103.819836
GUILLEMARD EDGE,,,Y,1.352083,103.819836
MARTIN NO 38,,,Y,1.292122,103.838
SELETAR PARK RESIDENCE,,,Y,1.352083,103.819836
PAVILION 11,,,Y,1.371005,103.751431
SOMMERVILLE GRANDEUR,,,Y,1.352083,103.819836
MERA SPRINGS,,,Y,1.352083,103.819836
THE ANSLEY,,,Y,1.352083,103.819836
SIXTH AVENUE VILLE,,,Y,1.330161,103.795155
MERA EAST,,,Y,1.347449,103.963994
THE ARCADIA,,,Y,1.335419,103.808946
RIZ HAVEN,,,Y,1.352083,103.819836
THE MERCURY,,,Y,1.295944,103.827241
CASABLANCA,,,Y,1.352083,103.819836
DUCHESS MANOR,,,Y,1.352083,103.819836
STEVENS SUITES,,,Y,1.352083,103.819836
MALVERN SPRINGS,,,Y,1.352083,103.819836
THE VERTE,,,Y,1.304613,103.852001
ASTORIA APARTMENTS,,,Y,1.307049,103.839444
SOUTHAVEN I,,,Y,1.345825,103.773303
BULLION PARK,,,Y,1.392426,103.836473
THE RIVERINE BY THE PARK,,,Y,1.352083,103.819836
DUNMAN PLACE,,,Y,1.309599,103.895257
ORCHARD BEL AIR,,,Y,1.352083,103.819836
CASA ROSA,,,Y,1.352083,103.819836
CAIRNHILL NINE,CH Commercial Pte Ltd/CH Residential Pte Ltd,Cairnhill Road,Y,1.307926,103.839374
KENTISH COURT,,,Y,1.352083,103.819836
THE LADYHILL,,,Y,1.310942,103.823191
BLU CORAL,,,Y,1.352083,103.819836
DAIRY FARM ESTATE,,,Y,1.364845,103.774296
EQUATORIAL APARTMENTS,,,Y,1.298177,103.888222
THREE BALMORAL,Priscious Pte Ltd,Balmoral Road,Y,1.313748,103.830639
SUNNY PALMS,,,Y,1.352083,103.819836
ADAM PARK CONDOMINIUM,,,Y,1.352083,103.819836
STRATFORD COURT,,,Y,1.32824,103.951653
BISHAN POINT,,,Y,1.352237,103.848152
GALLOP GABLES,,,Y,1.352083,103.819836
LANDMARK TOWER,,,Y,1.352083,103.819836
BROOKVALE PARK,,,Y,1.330737,103.768518
WATERTOWN,Emerald Star Pte Ltd/FC Retail Trustee Pte Ltd,Punggol Central,N,1.352083,103.819836
FLO RESIDENCE,Publique Realty Pte Ltd,Punggol Field Walk,N,1.352083,103.819836
NOTTINGHILL SUITES,,,N,1.352083,103.819836
THE PATERSON EDGE,,,N,1.302637,103.829684
SUITES AT BUKIT TIMAH,,,N,1.329411,103.802078
PEACE CENTRE/MANSIONS,,,N,1.352083,103.819836
UE SQUARE,,,N,1.293509,103.842724
DERBY COURT,,,N,1.352083,103.819836
MINBU COURT,,,N,1.324231,103.849249
VIBES @ EAST COAST,,,N,1.352083,103.819836
THE METZ,,,N,1.352083,103.819836
REZI 26,Development 26 Pte Ltd,Lorong 26 Geylang,N,1.352083,103.819836
THOMSON V ONE,,,N,1.325761,103.843076
LIVINGSTON MANSIONS,,,N,1.352083,103.819836
URBAN EDGE @ HOLLAND V,,,N,1.352083,103.819836
CHERRY GARDENS,,,N,1.332554,103.792041
MERAPRIME,,,N,1.352083,103.819836
SUNSHINE PLAZA,,,N,1.352083,103.819836
D'PAVILION,,,N,1.352083,103.819836
SUNSHINE RESIDENCE,,,N,1.352083,103.819836
CHERRYHILL,,,N,1.332554,103.792041
THE WISTERIA,Northern Resi Pte Ltd/Northern Retail Pte Ltd,Yishun Ring Road,N,1.352083,103.819836
VIIO @ BALESTIER,Techkon Commercial Pte Ltd,Balestier Road,N,1.352083,103.819836
BALLOTA PARK CONDOMINIUM,,,N,1.357851,103.969383
CITYSCAPE @FARRER PARK,,,N,1.352083,103.819836
THE MEZZO,,,N,1.352083,103.819836
OCEAN FRONT SUITES,,,N,1.352083,103.819836
LUCIDA,,,N,1.352083,103.819836
SERANGOON VILLE,,,N,1.317064,103.889569
ST FRANCIS LODGE,,,N,1.352083,103.819836
ORCHARD COURT,,,N,1.301578,103.838276
HORIZON RESIDENCES,,,N,1.381339,103.901383
THE INSPIRA,,,N,1.352083,103.819836
CLIFTEN,,,N,1.346127,103.863781
CANNE LODGE,,,N,1.314225,103.873376
IRIDIUM,,,N,1.352083,103.819836
LOFT@HOLLAND,,,N,1.352083,103.819836
SANTA FE MANSIONS,,,N,1.352083,103.819836
THE BENTLY RESIDENCES@KOVAN,Goodland Global Pte Ltd,Kovan Road,N,1.352083,103.819836
MONTEBLEU,,,N,1.352083,103.819836
ASCENT @ 456,Quest Homes Pte Ltd,Balestier Road,N,1.352083,103.819836
HILLVIEW 128,,,N,1.356758,103.7609
THE DAIRY FARM,,,N,1.364845,103.774296
D' HILLSIDE LOFT,,,N,1.352083,103.819836
QUESTA @ DUNMAN,,,N,1.352083,103.819836
TROPIKA EAST,Feature (East) Development Pte Ltd,Foo Kim Lin Road,N,1.352083,103.819836
KENTISH GREEN,,,N,1.315873,103.851786
THE VINES,,,N,1.418685,103.842014
WOODGROVE CONDOMINIUM,,,N,1.430536,103.782948
THE SERENADE @ HOLLAND,,,N,1.352083,103.819836
SCOTTS 28,,,N,1.309897,103.834788
GOLD COAST CONDOMINIUM,,,N,1.352083,103.819836
CHOON KIM HOUSE,,,N,1.354501,103.879053
CHANGI GREEN,,,N,1.344621,103.963633
PARC SOMME,,,N,1.311553,103.858297
EVELYN MANSIONS,,,N,1.316456,103.839171
JEWEL OF BALMORAL,,,N,1.352083,103.819836
TANGLIN PARK,,,N,1.301823,103.819178
CRYSTAL LODGE,,,N,1.352083,103.819836
CHANGI COURT,,,N,1.318358,103.908854
MERLOT VILLE,,,N,1.352083,103.819836
BLOSSOMS @ WOODLEIGH,,,N,1.352083,103.819836
THE CRISTALLO,Tiong Aik Investments Pte Ltd,Lorong K Telok Kurau,N,1.352083,103.819836
MENDON SPRING,,,N,1.352083,103.819836
GOLD LEAF MANSIONS,,,N,1.31142,103.916022
REGENT RESIDENCES,,,N,1.352083,103.819836
WEMBLY RESIDENCES,,,N,1.352083,103.819836
WOOLLERTON PARK,,,N,1.317239,103.809026
PATERSON SUITES,,,N,1.352083,103.819836
VERSILIA ON HAIG,,,N,1.352083,103.819836
ARTHUR MANSIONS,,,N,1.298865,103.887304
VERANDA,,,N,1.352083,103.819836
PINEHURST CONDOMINIUM,,,N,1.352083,103.819836
ROYCE RESIDENCES,,,N,1.352083,103.819836
SPOTTISWOODE 18,,,N,1.275416,103.83764
SPANISH VILLAGE,,,N,1.315525,103.805743
PARK RESIDENCES KOVAN,,,N,1.352083,103.819836
THE CAPRI,,,N,1.352083,103.819836
VENTANA,,,N,1.352083,103.819836
TREASURE PLACE,,,N,1.248955,103.842987
LAKESIDE TOWER,,,N,1.352083,103.819836
BLEU @ EAST COAST,,,N,1.352083,103.819836
WATTEN ESTATE CONDOMINIUM,,,N,1.352083,103.819836
THE FORESTA @ MOUNT FABER,,,N,1.352083,103.819836
THE MORNINGSIDE,,,N,1.295751,103.836041
BOATHOUSE RESIDENCES,Easthouse Properties Pte Ltd,Upper Serangoon View,N,1.352083,103.819836
MUTIARA VIEW,,,N,1.352083,103.819836
CENTRAL VIEW,,,N,1.344211,103.860034
WILKIE COURT,,,N,1.302926,103.847504
FRUITION,,,N,1.352083,103.819836
CITYVISTA RESIDENCES,,,N,1.352083,103.819836
SKYSUITES17,,,N,1.312862,103.923705
TREASURES @ G20,Treasures 20 Pte Ltd,Lorong 20 Geylang,N,1.248955,103.842987
PALM OASIS,,,N,1.352083,103.819836
SHAW PLAZA 0 TWIN HEIGHTS,,,N,1.352083,103.819836
GRANDVIEW SUITES,Grandview (Geylang) Pte Ltd,Lorong 22 Geylang,N,1.352083,103.819836
NESS,,,N,1.352083,103.819836
PALAZZETTO,,,N,1.29702,103.837656
JOOL SUITES,,,N,1.352083,103.819836
ST PATRICK'S RESIDENCES,,,N,1.352083,103.819836
LE SOMME,,,N,1.352083,103.819836
COASTARINA,,,N,1.352083,103.819836
LE CONNEY PARK,,,N,1.352083,103.819836
KING'S ARCADE,,,N,1.319085,103.807125
THE SUNNYDALE,,,N,1.352083,103.819836
CARLISLE COURT,,,N,1.314587,103.84792
TREASURES@G19,,,N,1.352083,103.819836
THE SIXTH AVENUE RESIDENCES,,,N,1.352083,103.819836
